station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2019-10-08 00:00:00 EDT,42.04036,-77.23726,1665,49.0,50.4,49.0,99.0,48.7,0.000,1.248,0.00,0.000,1.2,2.9,0.7,261,16,1.5,4.5,0.9,263,18,1.5,4.5,0.9,263,18,0,28.47,,0,0,0,57.2,58.3,58.7,0.58,0.43,0.45
ADDI,2019-10-08 00:05:00 EDT,42.04036,-77.23726,1665,48.9,50.5,48.9,99.1,48.7,0.000,0.000,0.00,0.000,0.0,0.4,0.1,247,0,0.2,1.2,0.4,138,33,0.2,1.2,0.4,138,33,0,28.46,,0,0,0,57.2,58.1,58.8,0.58,0.44,0.45
ADDI,2019-10-08 00:10:00 EDT,42.04036,-77.23726,1665,49.2,50.4,49.2,99.1,48.9,0.000,0.000,0.00,0.000,0.2,1.1,0.3,237,6,0.4,1.6,0.5,240,16,0.4,1.6,0.5,240,16,0,28.47,,0,0,0,57.2,58.2,58.7,0.58,0.43,0.45
ADDI,2019-10-08 00:15:00 EDT,42.04036,-77.23726,1665,48.9,50.4,48.9,99.0,48.6,0.000,0.000,0.00,0.000,0.8,2.6,0.7,245,17,1.1,2.8,0.8,243,20,1.1,2.8,0.8,243,20,0,28.47,,0,0,0,57.2,58.2,58.6,0.58,0.44,0.45
ADDI,2019-10-08 00:20:00 EDT,42.04036,-77.23726,1665,49.0,50.2,49.0,99.1,48.8,0.000,0.000,0.00,0.000,0.7,2.5,0.7,269,13,0.9,3.2,0.8,265,19,0.9,3.2,0.8,265,19,0,28.47,,0,0,0,57.2,58.3,58.7,0.58,0.44,0.45
ADDI,2019-10-08 00:25:00 EDT,42.04036,-77.23726,1665,48.9,50.3,48.9,99.1,48.6,0.000,0.000,0.00,0.000,1.5,2.6,0.4,299,15,1.7,3.2,0.5,299,17,1.7,3.2,0.5,299,17,0,28.46,,0,0,0,57.0,58.3,58.5,0.58,0.43,0.45
ADDI,2019-10-08 00:30:00 EDT,42.04036,-77.23726,1665,48.6,50.4,48.6,99.1,48.4,0.000,0.000,0.00,0.000,1.7,3.4,0.4,273,10,2.1,3.9,0.5,275,11,2.1,3.9,0.5,275,11,0,28.46,,0,0,0,57.0,58.2,58.7,0.58,0.44,0.45
ADDI,2019-10-08 00:35:00 EDT,42.04036,-77.23726,1665,48.9,50.6,48.9,99.2,48.7,0.000,0.000,0.00,0.000,2.1,3.7,0.5,269,13,2.5,4.4,0.6,270,13,2.5,4.4,0.6,270,13,0,28.47,,0,0,0,56.8,58.1,58.7,0.58,0.44,0.45
ADDI,2019-10-08 00:40:00 EDT,42.04036,-77.23726,1665,49.6,50.9,49.6,99.4,49.4,0.000,0.000,0.00,0.000,1.9,3.4,0.6,270,16,2.2,3.7,0.6,271,19,2.2,3.7,0.6,271,19,0,28.47,,0,0,0,56.8,57.9,58.8,0.58,0.44,0.45
ADDI,2019-10-08 00:45:00 EDT,42.04036,-77.23726,1665,49.1,50.8,49.1,99.2,48.9,0.000,0.000,0.00,0.000,1.4,2.4,0.4,275,16,1.7,2.9,0.4,274,18,1.7,2.9,0.4,274,18,0,28.47,,0,0,0,56.8,58.1,58.8,0.58,0.43,0.45
ADDI,2019-10-08 00:50:00 EDT,42.04036,-77.23726,1665,49.2,50.8,49.2,99.2,49.0,0.000,0.000,0.00,0.000,1.8,3.3,0.5,270,16,2.2,4.1,0.6,272,16,2.2,4.1,0.6,272,16,0,28.47,,0,0,0,56.8,58.1,58.7,0.58,0.43,0.45
ADDI,2019-10-08 00:55:00 EDT,42.04036,-77.23726,1665,49.3,50.7,49.3,99.3,49.1,0.000,0.000,0.00,0.000,1.9,4.1,0.7,269,10,2.3,4.5,0.9,270,11,2.3,4.5,0.9,270,11,0,28.47,,0,0,0,56.8,58.0,58.7,0.58,0.44,0.45
ADDI,2019-10-08 01:00:00 EDT,42.04036,-77.23726,1665,49.5,51.0,49.5,99.4,49.3,0.000,0.000,0.00,0.000,1.9,3.6,0.6,270,10,2.2,4.4,0.7,271,12,2.2,4.4,0.7,271,12,0,28.47,,0,0,0,56.8,57.9,58.7,0.58,0.43,0.45
ADDI,2019-10-08 01:05:00 EDT,42.04036,-77.23726,1665,49.2,50.7,49.2,99.2,49.0,0.000,0.000,0.00,0.000,2.0,2.9,0.4,274,11,2.3,3.6,0.5,275,12,2.3,3.6,0.5,275,12,0,28.47,,0,0,0,56.8,57.9,58.8,0.58,0.43,0.45
ADDI,2019-10-08 01:10:00 EDT,42.04036,-77.23726,1665,49.5,50.8,49.5,99.3,49.4,0.000,0.000,0.00,0.000,2.2,3.5,0.4,278,11,2.5,3.9,0.6,279,11,2.5,3.9,0.6,279,11,0,28.47,,0,0,0,56.8,58.0,58.7,0.58,0.44,0.45
ADDI,2019-10-08 01:15:00 EDT,42.04036,-77.23726,1665,49.4,50.8,49.4,99.3,49.2,0.000,0.000,0.00,0.000,2.2,4.2,0.7,270,14,2.6,6.0,0.9,271,15,2.6,6.0,0.9,271,15,0,28.47,,0,0,0,56.8,57.9,58.8,0.58,0.43,0.45
