station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
BATA,2016-06-03 00:00:00 EDT,43.01994,-78.13566,906,65.0,66.5,65.0,74.0,56.6,0.000,0.096,0.00,0.000,6.9,8.8,0.6,259,5,,,,,,6.9,8.8,0.6,259,5,0,29.05,,,,,,,,,,
BATA,2016-06-03 00:05:00 EDT,43.01994,-78.13566,906,64.8,66.3,64.8,75.0,56.6,0.000,0.000,0.00,0.000,7.0,8.4,0.5,262,5,,,,,,7.0,8.4,0.5,262,5,0,29.05,,,,,,,,,,
BATA,2016-06-03 00:10:00 EDT,43.01994,-78.13566,906,64.6,66.1,64.6,75.6,56.7,0.000,0.000,0.00,0.000,7.5,8.9,0.5,262,5,,,,,,7.5,8.9,0.5,262,5,0,29.05,,,,,,,,,,
BATA,2016-06-03 00:15:00 EDT,43.01994,-78.13566,906,64.6,65.9,64.6,76.2,56.9,0.000,0.000,0.00,0.000,7.5,9.6,0.8,269,5,,,,,,7.5,9.6,0.8,269,5,0,29.05,,,,,,,,,,
BATA,2016-06-03 00:20:00 EDT,43.01994,-78.13566,906,64.4,65.7,64.4,76.3,56.8,0.000,0.000,0.00,0.000,7.7,9.4,0.8,268,6,,,,,,7.7,9.4,0.8,268,6,0,29.05,,,,,,,,,,
BATA,2016-06-03 00:25:00 EDT,43.01994,-78.13566,906,64.2,65.4,64.2,77.2,56.9,0.000,0.000,0.00,0.000,7.7,9.4,0.6,267,6,,,,,,7.7,9.4,0.6,267,6,0,29.06,,,,,,,,,,
BATA,2016-06-03 00:30:00 EDT,43.01994,-78.13566,906,64.0,65.2,64.0,77.5,56.8,0.000,0.000,0.00,0.000,7.1,8.6,0.7,267,6,,,,,,7.1,8.6,0.7,267,6,0,29.06,,,,,,,,,,
BATA,2016-06-03 00:35:00 EDT,43.01994,-78.13566,906,64.1,65.2,64.1,78.0,57.1,0.000,0.000,0.00,0.000,7.5,9.9,0.9,258,5,,,,,,7.5,9.9,0.9,258,5,0,29.06,,,,,,,,,,
BATA,2016-06-03 00:40:00 EDT,43.01994,-78.13566,906,64.0,65.2,64.0,78.0,57.0,0.000,0.000,0.00,0.000,6.4,8.0,0.7,255,5,,,,,,6.4,8.0,0.7,255,5,0,29.06,,,,,,,,,,
BATA,2016-06-03 00:45:00 EDT,43.01994,-78.13566,906,64.2,65.3,64.2,78.2,57.2,0.000,0.000,0.00,0.000,6.0,7.3,0.6,253,5,,,,,,6.0,7.3,0.6,253,5,0,29.06,,,,,,,,,,
BATA,2016-06-03 00:50:00 EDT,43.01994,-78.13566,906,64.1,65.3,64.1,78.3,57.2,0.000,0.000,0.00,0.000,6.3,7.8,0.7,250,7,,,,,,6.3,7.8,0.7,250,7,0,29.06,,,,,,,,,,
BATA,2016-06-03 00:55:00 EDT,43.01994,-78.13566,906,64.1,65.3,64.1,78.7,57.4,0.000,0.000,0.00,0.000,6.4,7.8,0.6,249,5,,,,,,6.4,7.8,0.6,249,5,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:00:00 EDT,43.01994,-78.13566,906,64.1,65.1,64.1,78.2,57.2,0.000,0.000,0.00,0.000,5.6,7.3,0.7,253,6,,,,,,5.6,7.3,0.7,253,6,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:05:00 EDT,43.01994,-78.13566,906,63.1,64.7,63.1,79.4,56.6,0.000,0.000,0.00,0.000,4.2,5.0,0.4,276,11,,,,,,4.2,5.0,0.4,276,11,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:10:00 EDT,43.01994,-78.13566,906,62.7,64.2,62.7,81.7,57.0,0.000,0.000,0.00,0.000,3.4,4.0,0.3,318,8,,,,,,3.4,4.0,0.3,318,8,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:15:00 EDT,43.01994,-78.13566,906,62.6,64.3,62.6,82.1,57.0,0.000,0.000,0.00,0.000,4.2,4.8,0.2,314,4,,,,,,4.2,4.8,0.2,314,4,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:20:00 EDT,43.01994,-78.13566,906,62.5,63.9,62.5,82.3,57.1,0.000,0.000,0.00,0.000,4.4,4.8,0.1,319,3,,,,,,4.4,4.8,0.1,319,3,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:25:00 EDT,43.01994,-78.13566,906,62.4,64.0,62.4,83.0,57.2,0.000,0.000,0.00,0.000,4.1,4.6,0.2,306,4,,,,,,4.1,4.6,0.2,306,4,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:30:00 EDT,43.01994,-78.13566,906,62.7,64.1,62.7,82.8,57.5,0.000,0.000,0.00,0.000,4.4,4.7,0.2,303,5,,,,,,4.4,4.7,0.2,303,5,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:35:00 EDT,43.01994,-78.13566,906,63.3,64.4,63.3,81.7,57.6,0.000,0.000,0.00,0.000,4.0,4.7,0.3,294,4,,,,,,4.0,4.7,0.3,294,4,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:40:00 EDT,43.01994,-78.13566,906,62.2,63.8,62.2,83.2,57.1,0.000,0.000,0.00,0.000,3.4,4.0,0.4,310,10,,,,,,3.4,4.0,0.4,310,10,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:45:00 EDT,43.01994,-78.13566,906,63.1,64.1,63.1,82.9,57.8,0.000,0.000,0.00,0.000,3.9,4.7,0.4,291,5,,,,,,3.9,4.7,0.4,291,5,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:50:00 EDT,43.01994,-78.13566,906,62.7,64.1,62.7,83.1,57.5,0.000,0.000,0.00,0.000,4.1,4.9,0.4,289,3,,,,,,4.1,4.9,0.4,289,3,0,29.06,,,,,,,,,,
BATA,2016-06-03 01:55:00 EDT,43.01994,-78.13566,906,61.9,63.7,61.9,84.1,57.1,0.000,0.000,0.00,0.000,4.5,5.0,0.3,289,2,,,,,,4.5,5.0,0.3,289,2,0,29.06,,,,,,,,,,
BATA,2016-06-03 02:00:00 EDT,43.01994,-78.13566,906,61.4,63.4,61.4,86.3,57.2,0.000,0.000,0.00,0.000,4.1,4.5,0.2,289,3,,,,,,4.1,4.5,0.2,289,3,0,29.06,,,,,,,,,,
BATA,2016-06-03 02:05:00 EDT,43.01994,-78.13566,906,61.4,63.2,61.4,86.5,57.3,0.000,0.000,0.00,0.000,4.0,4.5,0.3,284,1,,,,,,4.0,4.5,0.3,284,1,0,29.06,,,,,,,,,,
BATA,2016-06-03 02:10:00 EDT,43.01994,-78.13566,906,61.4,63.8,61.4,88.2,57.9,0.000,0.000,0.00,0.000,4.4,4.7,0.2,286,2,,,,,,4.4,4.7,0.2,286,2,0,29.06,,,,,,,,,,
BATA,2016-06-03 02:15:00 EDT,43.01994,-78.13566,906,62.0,64.1,62.0,87.8,58.3,0.000,0.000,0.00,0.000,4.4,4.7,0.2,288,2,,,,,,4.4,4.7,0.2,288,2,0,29.06,,,,,,,,,,
BATA,2016-06-03 02:20:00 EDT,43.01994,-78.13566,906,61.7,63.9,61.7,87.3,57.9,0.000,0.000,0.00,0.000,4.1,4.5,0.2,281,3,,,,,,4.1,4.5,0.2,281,3,0,29.06,,,,,,,,,,
