station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2021-12-17 00:00:00 EST,42.04036,-77.23726,1665,53.9,54.4,53.9,53.6,37.5,0.000,0.003,0.00,0.000,8.2,24.7,4.7,266,32,9.7,26.1,4.8,271,32,9.7,26.1,4.8,271,32,0,28.08,-0.0,0,0,0,42.6,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:05:00 EST,42.04036,-77.23726,1665,53.8,54.2,53.8,53.0,37.0,0.000,0.000,0.00,0.000,8.1,20.2,4.2,262,28,9.5,22.0,4.7,262,25,9.5,22.0,4.7,262,25,0,28.09,-0.0,0,0,0,42.7,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:10:00 EST,42.04036,-77.23726,1665,53.2,53.8,53.2,53.7,36.9,0.000,0.000,0.00,0.000,4.8,12.6,2.5,267,39,6.1,15.3,2.9,266,40,6.1,15.3,2.9,266,40,0,28.09,0.0,0,0,0,42.7,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:15:00 EST,42.04036,-77.23726,1665,53.0,53.5,53.0,54.6,37.0,0.000,0.000,0.00,0.000,7.3,17.1,3.4,295,25,8.4,18.7,3.7,294,23,8.4,18.7,3.7,294,23,0,28.09,-0.0,0,0,0,42.7,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:20:00 EST,42.04036,-77.23726,1665,52.8,53.2,52.8,55.9,37.5,0.000,0.000,0.00,0.000,7.6,17.8,3.2,284,28,8.9,21.1,3.8,285,23,8.9,21.1,3.8,285,23,0,28.10,0.0,0,0,0,42.7,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:25:00 EST,42.04036,-77.23726,1665,52.3,52.7,52.3,57.4,37.7,0.000,0.000,0.00,0.000,8.0,18.3,3.7,286,27,9.3,19.5,3.8,288,24,9.3,19.5,3.8,288,24,0,28.10,0.0,0,0,0,42.8,40.6,41.1,0.58,0.44,0.43
ADDI,2021-12-17 00:30:00 EST,42.04036,-77.23726,1665,52.2,52.6,52.2,55.8,36.8,0.000,0.000,0.00,0.000,10.0,21.7,4.8,277,26,11.1,22.9,5.0,278,27,11.1,22.9,5.0,278,27,0,28.10,0.1,0,0,0,42.7,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:35:00 EST,42.04036,-77.23726,1665,52.0,52.4,52.0,54.3,36.0,0.000,0.000,0.00,0.000,9.5,20.9,3.7,273,26,10.7,22.2,4.1,274,22,10.7,22.2,4.1,274,22,0,28.10,-0.0,0,0,0,42.8,40.6,41.0,0.58,0.44,0.43
ADDI,2021-12-17 00:40:00 EST,42.04036,-77.23726,1665,51.7,52.1,51.7,54.6,35.9,0.000,0.000,0.00,0.000,6.4,11.5,2.4,283,28,7.4,13.7,2.8,285,24,7.4,13.7,2.8,285,24,0,28.10,0.0,0,0,0,42.8,40.6,41.2,0.58,0.44,0.43
ADDI,2021-12-17 00:45:00 EST,42.04036,-77.23726,1665,51.0,51.5,51.0,55.9,35.8,0.000,0.000,0.00,0.000,8.0,15.3,2.3,305,30,9.0,15.7,2.5,302,27,9.0,15.7,2.5,302,27,0,28.11,-0.1,0,0,0,42.8,40.6,41.2,0.58,0.44,0.43
ADDI,2021-12-17 00:50:00 EST,42.04036,-77.23726,1665,50.1,50.5,50.1,57.3,35.6,0.000,0.000,0.00,0.000,9.3,17.2,3.4,301,26,10.4,19.7,3.7,303,24,10.4,19.7,3.7,303,24,0,28.12,0.0,0,0,0,42.8,40.6,41.2,0.58,0.44,0.43
ADDI,2021-12-17 00:55:00 EST,42.04036,-77.23726,1665,49.6,50.0,46.3,57.6,35.3,0.000,0.000,0.00,0.000,7.0,15.2,3.4,301,30,8.1,17.1,3.6,301,29,8.1,17.1,3.6,301,29,0,28.12,-0.1,0,0,0,42.8,40.6,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:00:00 EST,42.04036,-77.23726,1665,48.9,49.4,46.2,58.7,35.0,0.000,0.000,0.00,0.000,5.4,12.3,2.3,314,26,6.1,13.3,2.6,313,24,6.1,13.3,2.6,313,24,0,28.12,0.0,0,0,0,42.7,40.6,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:05:00 EST,42.04036,-77.23726,1665,48.7,49.2,46.0,57.8,34.5,0.000,0.000,0.00,0.000,5.3,10.2,2.0,298,25,6.3,12.0,2.4,300,25,6.3,12.0,2.4,300,25,0,28.13,-0.0,0,0,0,42.7,40.6,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:10:00 EST,42.04036,-77.23726,1665,48.5,49.0,45.4,57.2,34.0,0.000,0.000,0.00,0.000,6.0,15.3,3.4,312,25,6.9,16.2,3.6,315,29,6.9,16.2,3.6,315,29,0,28.13,0.0,0,0,0,42.8,40.7,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:15:00 EST,42.04036,-77.23726,1665,48.4,48.8,44.2,54.9,32.9,0.000,0.000,0.00,0.000,8.3,14.7,3.1,300,26,9.4,16.2,3.3,299,27,9.4,16.2,3.3,299,27,0,28.14,-0.1,0,0,0,42.7,40.7,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:20:00 EST,42.04036,-77.23726,1665,48.0,48.5,44.5,54.4,32.3,0.000,0.000,0.00,0.000,6.5,14.0,2.7,278,25,7.7,16.7,2.7,280,22,7.7,16.7,2.7,280,22,0,28.14,-0.0,0,0,0,42.6,40.7,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:25:00 EST,42.04036,-77.23726,1665,47.8,48.3,43.3,53.0,31.5,0.000,0.000,0.00,0.000,8.9,18.6,3.2,297,24,10.1,21.2,3.4,298,21,10.1,21.2,3.4,298,21,0,28.14,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:30:00 EST,42.04036,-77.23726,1665,47.5,47.9,42.5,50.3,29.9,0.000,0.000,0.00,0.000,10.1,19.9,3.9,295,24,11.3,21.8,4.2,296,24,11.3,21.8,4.2,296,24,0,28.15,-0.0,0,0,0,42.7,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:35:00 EST,42.04036,-77.23726,1665,47.1,47.5,42.8,48.8,28.9,0.000,0.000,0.00,0.000,8.0,15.2,2.8,290,20,9.1,17.0,2.8,290,18,9.1,17.0,2.8,290,18,0,28.15,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:40:00 EST,42.04036,-77.23726,1665,46.8,47.3,41.6,48.1,28.2,0.000,0.000,0.00,0.000,9.8,22.2,4.7,286,25,11.4,25.1,5.3,287,22,11.4,25.1,5.3,287,22,0,28.15,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:45:00 EST,42.04036,-77.23726,1665,46.6,46.9,42.2,47.8,27.8,0.000,0.000,0.00,0.000,7.5,21.3,4.5,280,24,8.8,22.1,4.8,281,22,8.8,22.1,4.8,281,22,0,28.16,0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:50:00 EST,42.04036,-77.23726,1665,46.3,46.7,41.1,47.9,27.6,0.000,0.000,0.00,0.000,9.8,16.7,3.3,281,29,10.9,18.7,3.6,282,23,10.9,18.7,3.6,282,23,0,28.16,0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 01:55:00 EST,42.04036,-77.23726,1665,46.0,46.5,41.2,47.9,27.4,0.000,0.000,0.00,0.000,8.2,19.8,3.7,284,24,9.7,21.0,3.8,285,21,9.7,21.0,3.8,285,21,0,28.16,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:00:00 EST,42.04036,-77.23726,1665,45.8,46.2,40.9,47.8,27.1,0.000,0.000,0.00,0.000,8.4,21.0,4.4,265,23,9.9,24.2,4.8,269,22,9.9,24.2,4.8,269,22,0,28.17,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:05:00 EST,42.04036,-77.23726,1665,45.6,46.0,40.6,47.5,26.8,0.000,0.000,0.00,0.000,8.7,22.1,4.5,278,33,10.0,26.8,4.9,278,28,10.0,26.8,4.9,278,28,0,28.17,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:10:00 EST,42.04036,-77.23726,1665,45.5,45.9,39.5,47.9,26.9,0.000,0.000,0.00,0.000,11.3,21.7,4.0,274,20,12.9,24.2,4.2,277,17,12.9,24.2,4.2,277,17,0,28.17,-0.1,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:15:00 EST,42.04036,-77.23726,1665,45.3,45.7,40.3,48.5,27.0,0.000,0.000,0.00,0.000,8.5,17.3,4.0,279,22,9.8,18.8,4.2,279,20,9.8,18.8,4.2,279,20,0,28.17,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:20:00 EST,42.04036,-77.23726,1665,45.0,45.3,41.7,49.4,27.1,0.000,0.000,0.00,0.000,4.9,12.9,2.7,265,31,6.0,14.6,2.9,265,26,6.0,14.6,2.9,265,26,0,28.17,-0.1,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:25:00 EST,42.04036,-77.23726,1665,44.6,45.0,41.3,50.3,27.2,0.000,0.000,0.00,0.000,5.2,10.7,2.5,281,28,5.9,12.9,2.9,280,27,5.9,12.9,2.9,280,27,0,28.18,-0.0,0,0,0,42.6,40.8,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:30:00 EST,42.04036,-77.23726,1665,44.6,45.0,39.4,50.3,27.2,0.000,0.000,0.00,0.000,8.4,16.4,3.1,279,23,9.7,17.2,3.3,280,21,9.7,17.2,3.3,280,21,0,28.18,-0.0,0,0,0,42.6,40.9,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:35:00 EST,42.04036,-77.23726,1665,44.3,44.9,39.8,50.0,26.9,0.000,0.000,0.00,0.000,7.1,16.7,2.8,273,31,8.1,15.5,3.0,277,28,8.1,15.5,3.0,277,28,0,28.18,-0.1,0,0,0,42.6,40.9,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:40:00 EST,42.04036,-77.23726,1665,44.2,44.6,40.0,49.2,26.3,0.000,0.000,0.00,0.000,6.3,12.8,2.6,266,30,7.3,16.0,2.9,270,28,7.3,16.0,2.9,270,28,0,28.19,-0.0,0,0,0,42.5,41.0,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:45:00 EST,42.04036,-77.23726,1665,44.0,44.5,39.0,47.8,25.4,0.000,0.000,0.00,0.000,7.6,19.6,4.8,290,27,8.9,21.8,4.8,290,29,8.9,21.8,4.8,290,29,0,28.19,0.0,0,0,0,42.4,41.0,41.2,0.58,0.44,0.43
ADDI,2021-12-17 02:50:00 EST,42.04036,-77.23726,1665,43.9,44.4,38.5,44.9,23.9,0.000,0.000,0.00,0.000,8.6,20.5,4.8,275,34,9.9,22.0,5.1,276,31,9.9,22.0,5.1,276,31,0,28.20,0.0,0,0,0,42.4,41.0,41.2,0.58,0.44,0.43
