station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2025-03-27 00:00:00 EDT,42.04036,-77.23726,1665,25.6,25.8,21.2,69.1,16.9,0.000,0.069,0.00,0.000,3.1,5.5,1.1,306,19,3.6,6.0,1.2,306,17,3.6,6.0,1.2,306,17,0,28.37,0.2,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:05:00 EDT,42.04036,-77.23726,1665,25.5,25.7,25.5,69.1,16.8,0.000,0.000,0.00,0.000,2.4,4.9,1.0,284,19,3.0,6.3,1.2,285,18,3.0,6.3,1.2,285,18,0,28.37,0.2,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:10:00 EDT,42.04036,-77.23726,1665,25.4,25.7,20.7,69.7,16.9,0.000,0.000,0.00,0.000,3.2,6.9,1.2,290,19,3.9,6.7,1.2,292,20,3.9,6.7,1.2,292,20,0,28.37,0.2,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:15:00 EDT,42.04036,-77.23726,1665,25.4,25.7,20.8,70.0,17.0,0.000,0.000,0.00,0.000,3.1,5.6,1.2,302,21,3.7,6.5,1.3,302,18,3.7,6.5,1.3,302,18,0,28.37,0.3,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:20:00 EDT,42.04036,-77.23726,1665,25.6,25.8,20.4,69.8,17.1,0.000,0.000,0.00,0.000,3.7,9.6,1.8,303,20,4.2,10.8,1.9,304,18,4.2,10.8,1.9,304,18,0,28.37,0.2,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:25:00 EDT,42.04036,-77.23726,1665,25.7,25.9,21.0,69.8,17.1,0.000,0.000,0.00,0.000,3.2,6.3,1.4,290,26,3.8,7.9,1.7,290,25,3.8,7.9,1.7,290,25,0,28.37,0.2,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:30:00 EDT,42.04036,-77.23726,1665,25.6,25.9,20.7,69.9,17.1,0.000,0.000,0.00,0.000,3.4,6.4,1.4,304,21,4.0,7.6,1.4,304,20,4.0,7.6,1.4,304,20,0,28.37,0.3,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:35:00 EDT,42.04036,-77.23726,1665,25.6,25.9,21.6,69.7,17.1,0.000,0.000,0.00,0.000,2.6,5.7,1.3,291,29,3.3,7.6,1.4,293,28,3.3,7.6,1.4,293,28,0,28.37,0.3,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:40:00 EDT,42.04036,-77.23726,1665,25.6,25.9,20.3,69.7,17.1,0.000,0.000,0.00,0.000,3.5,10.3,2.0,294,27,4.4,13.1,2.3,297,26,4.4,13.1,2.3,297,26,0,28.37,0.3,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
ADDI,2025-03-27 00:45:00 EDT,42.04036,-77.23726,1665,25.6,25.8,20.7,69.7,17.0,0.000,0.000,0.00,0.000,3.5,7.6,1.2,294,25,3.9,8.2,1.5,292,24,3.9,8.2,1.5,292,24,0,28.37,0.3,0,0,0,34.3,37.4,38.3,0.41,0.36,0.43
