station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2017-11-28 00:00:00 EST,42.04036,-77.23726,1665,22.5,25.3,22.5,93.1,20.9,0.000,0.000,0.00,0.000,1.2,1.5,0.1,161,6,1.6,2.3,0.2,156,7,1.2,1.5,0.1,161,6,0,28.43,-0.4,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:05:00 EST,42.04036,-77.23726,1665,23.0,25.4,23.0,93.2,21.3,0.000,0.000,0.00,0.000,1.7,2.3,0.2,167,5,2.1,2.8,0.2,161,8,1.7,2.3,0.2,167,5,0,28.42,-0.4,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:10:00 EST,42.04036,-77.23726,1665,23.2,25.1,23.2,94.0,21.7,0.000,0.000,0.00,0.000,2.0,2.6,0.3,160,11,2.2,3.1,0.4,155,12,2.0,2.6,0.3,160,11,0,28.42,-0.5,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:15:00 EST,42.04036,-77.23726,1665,22.8,25.2,22.8,94.1,21.4,0.000,0.000,0.00,0.000,1.9,2.8,0.5,180,7,2.3,3.3,0.6,177,9,1.9,2.8,0.5,180,7,0,28.42,-0.4,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:20:00 EST,42.04036,-77.23726,1665,23.0,25.1,23.0,93.5,21.4,0.000,0.000,0.00,0.000,0.7,1.8,0.5,212,14,1.1,2.3,0.5,210,22,0.7,1.8,0.5,212,14,0,28.43,-0.4,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:25:00 EST,42.04036,-77.23726,1665,23.3,25.3,23.3,93.8,21.8,0.000,0.000,0.00,0.000,0.1,1.3,0.3,167,5,0.7,1.6,0.4,178,34,0.1,1.3,0.3,167,5,0,28.43,-0.4,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:30:00 EST,42.04036,-77.23726,1665,23.5,25.1,23.5,93.7,22.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.6,1.2,0.3,326,22,0.0,0.0,0.0,0,0,0,28.43,-0.5,0,0,0,37.4,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:35:00 EST,42.04036,-77.23726,1665,23.1,24.4,23.1,92.9,21.4,0.000,0.000,0.00,0.000,0.1,0.4,0.1,191,0,0.6,1.5,0.3,351,38,0.1,0.4,0.1,191,0,0,28.43,-0.5,0,0,0,37.4,41.0,42.6,0.55,0.44,0.44
ADDI,2017-11-28 00:40:00 EST,42.04036,-77.23726,1665,22.8,24.6,22.8,92.7,21.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.7,1.3,0.2,86,31,0.0,0.0,0.0,0,0,0,28.43,-0.4,0,0,0,37.3,41.0,42.6,0.54,0.44,0.44
ADDI,2017-11-28 00:45:00 EST,42.04036,-77.23726,1665,23.1,24.8,23.1,93.3,21.4,0.000,0.000,0.00,0.000,1.0,1.2,0.3,152,5,1.2,1.8,0.3,143,10,1.0,1.2,0.3,152,5,0,28.43,-0.4,0,0,0,37.2,41.0,42.6,0.55,0.44,0.44
