station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2021-08-21 00:00:00 EDT,42.04036,-77.23726,1665,65.3,65.9,65.3,95.6,64.0,0.000,0.000,0.00,0.000,1.1,1.5,0.2,340,81,1.6,2.0,0.2,348,6,1.6,2.0,0.2,348,6,0,28.23,,0,0,0,70.1,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:05:00 EDT,42.04036,-77.23726,1665,65.3,65.7,65.3,95.9,64.1,0.000,0.000,0.00,0.000,1.0,1.3,0.1,337,4,1.3,1.7,0.1,331,10,1.3,1.7,0.1,331,10,0,28.23,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:10:00 EDT,42.04036,-77.23726,1665,65.1,65.5,65.1,96.2,64.0,0.000,0.000,0.00,0.000,0.8,1.8,0.7,335,3,1.0,2.1,0.8,336,7,1.0,2.1,0.8,336,7,0,28.22,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:15:00 EDT,42.04036,-77.23726,1665,65.0,65.5,65.0,96.3,63.9,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,1.5,0.3,256,15,0.1,1.5,0.3,256,15,0,28.22,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:20:00 EDT,42.04036,-77.23726,1665,65.0,65.6,65.0,96.6,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,0.9,0.2,278,11,0.1,0.9,0.2,278,11,0,28.22,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:25:00 EDT,42.04036,-77.23726,1665,65.1,65.4,65.1,96.7,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,1.0,0.4,310,18,0.3,1.0,0.4,310,18,0,28.22,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:30:00 EDT,42.04036,-77.23726,1665,65.0,65.3,65.0,96.8,64.0,0.000,0.000,0.00,0.000,0.4,0.9,0.4,339,0,0.8,1.4,0.5,353,8,0.8,1.4,0.5,353,8,0,28.22,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:35:00 EDT,42.04036,-77.23726,1665,65.0,65.3,65.0,97.0,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,1.2,0.2,80,11,0.0,1.2,0.2,80,11,0,28.22,,0,0,0,70.0,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 00:40:00 EDT,42.04036,-77.23726,1665,65.2,65.4,65.2,97.1,64.3,0.000,0.000,0.00,0.000,0.0,0.7,0.1,339,0,0.4,1.7,0.5,3,8,0.4,1.7,0.5,3,8,0,28.22,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 00:45:00 EDT,42.04036,-77.23726,1665,65.3,66.0,65.3,97.1,64.5,0.000,0.000,0.00,0.000,1.4,2.6,0.7,332,23,1.7,3.4,0.8,336,22,1.7,3.4,0.8,336,22,0,28.22,,0,0,0,70.0,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 00:50:00 EDT,42.04036,-77.23726,1665,65.7,66.6,65.7,96.9,64.8,0.000,0.000,0.00,0.000,1.7,3.0,0.5,328,14,2.1,3.3,0.6,331,16,2.1,3.3,0.6,331,16,0,28.22,,0,0,0,70.0,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 00:55:00 EDT,42.04036,-77.23726,1665,65.2,66.4,65.2,96.7,64.2,0.000,0.000,0.00,0.000,1.4,2.8,0.5,320,16,1.7,3.1,0.6,321,16,1.7,3.1,0.6,321,16,0,28.23,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 01:00:00 EDT,42.04036,-77.23726,1665,65.1,65.9,65.1,96.6,64.1,0.000,0.000,0.00,0.000,0.9,1.8,0.5,329,14,1.2,2.6,0.8,333,17,1.2,2.6,0.8,333,17,0,28.23,,0,0,0,70.0,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:05:00 EDT,42.04036,-77.23726,1665,65.3,66.0,65.3,96.6,64.3,0.000,0.000,0.00,0.000,0.8,2.0,0.7,347,13,1.2,2.9,0.8,343,24,1.2,2.9,0.8,343,24,0,28.23,,0,0,0,70.0,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:10:00 EDT,42.04036,-77.23726,1665,65.3,66.2,65.3,96.6,64.3,0.000,0.000,0.00,0.000,1.0,1.7,0.4,353,20,1.4,2.0,0.3,353,24,1.4,2.0,0.3,353,24,0,28.23,,0,0,0,70.0,68.5,66.4,0.54,0.44,0.44
ADDI,2021-08-21 01:15:00 EDT,42.04036,-77.23726,1665,65.1,65.6,65.1,96.6,64.2,0.000,0.000,0.00,0.000,0.2,1.2,0.3,331,0,0.4,1.4,0.5,340,15,0.4,1.4,0.5,340,15,0,28.23,,0,0,0,70.0,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:20:00 EDT,42.04036,-77.23726,1665,65.2,65.5,65.2,96.6,64.2,0.000,0.000,0.00,0.000,0.0,0.6,0.1,330,0,0.1,0.9,0.2,318,8,0.1,0.9,0.2,318,8,0,28.23,,0,0,0,69.9,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:25:00 EDT,42.04036,-77.23726,1665,65.2,65.4,65.2,96.7,64.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.8,0.2,335,9,0.0,0.8,0.2,335,9,0,28.22,,0,0,0,69.8,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:30:00 EDT,42.04036,-77.23726,1665,65.2,65.3,65.2,96.8,64.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,1.0,0.4,224,3,0.3,1.0,0.4,224,3,0,28.22,,0,0,0,69.7,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:35:00 EDT,42.04036,-77.23726,1665,65.2,65.3,65.2,96.9,64.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,1.0,0.2,80,10,0.0,1.0,0.2,80,10,0,28.22,,0,0,0,69.7,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:40:00 EDT,42.04036,-77.23726,1665,65.2,65.4,65.2,96.9,64.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.7,0.1,277,0,0.0,0.7,0.1,277,0,0,28.22,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:45:00 EDT,42.04036,-77.23726,1665,65.1,65.2,65.1,97.0,64.3,0.000,0.000,0.00,0.000,0.4,0.9,0.3,330,0,0.8,1.3,0.4,331,5,0.8,1.3,0.4,331,5,0,28.22,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:50:00 EDT,42.04036,-77.23726,1665,65.0,65.3,65.0,97.1,64.2,0.000,0.000,0.00,0.000,0.6,1.3,0.5,351,11,1.2,1.7,0.3,346,32,1.2,1.7,0.3,346,32,0,28.22,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 01:55:00 EDT,42.04036,-77.23726,1665,65.0,65.2,65.0,97.1,64.1,0.000,0.000,0.00,0.000,0.2,1.0,0.3,279,0,0.4,2.2,0.5,281,23,0.4,2.2,0.5,281,23,0,28.22,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:00:00 EDT,42.04036,-77.23726,1665,65.0,65.2,65.0,97.2,64.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,1.7,0.2,283,15,0.0,1.7,0.2,283,15,0,28.22,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:05:00 EDT,42.04036,-77.23726,1665,64.9,65.2,64.9,97.3,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,1.0,0.1,88,0,0.0,1.0,0.1,88,0,0,28.22,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:10:00 EDT,42.04036,-77.23726,1665,64.9,65.1,64.9,97.3,64.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,0.9,0.3,274,5,0.1,0.9,0.3,274,5,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:15:00 EDT,42.04036,-77.23726,1665,64.7,65.0,64.7,97.3,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.3,0.9,0.4,283,5,0.3,0.9,0.4,283,5,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:20:00 EDT,42.04036,-77.23726,1665,64.7,65.1,64.7,97.4,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,1.1,0.2,329,22,0.1,1.1,0.2,329,22,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:25:00 EDT,42.04036,-77.23726,1665,64.8,65.1,64.8,97.5,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,1.0,0.1,278,3,0.0,1.0,0.1,278,3,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:30:00 EDT,42.04036,-77.23726,1665,64.8,65.0,64.8,97.5,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:35:00 EDT,42.04036,-77.23726,1665,64.8,65.0,64.8,97.6,64.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.2,0.9,0.4,337,5,0.2,0.9,0.4,337,5,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:40:00 EDT,42.04036,-77.23726,1665,64.7,65.0,64.7,97.6,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,1.0,0.2,274,5,0.1,1.0,0.2,274,5,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:45:00 EDT,42.04036,-77.23726,1665,64.7,65.1,64.7,97.7,64.0,0.000,0.000,0.00,0.000,0.1,1.0,0.3,16,5,0.4,1.4,0.5,47,17,0.4,1.4,0.5,47,17,0,28.21,,0,0,0,69.6,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:50:00 EDT,42.04036,-77.23726,1665,64.7,65.9,64.7,97.6,64.1,0.000,0.000,0.00,0.000,1.1,1.8,0.3,16,13,1.4,2.3,0.4,14,16,1.4,2.3,0.4,14,16,0,28.21,,0,0,0,69.5,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 02:55:00 EDT,42.04036,-77.23726,1665,64.8,65.6,64.8,97.7,64.1,0.000,0.000,0.00,0.000,0.3,0.7,0.3,321,21,0.8,1.3,0.3,316,15,0.8,1.3,0.3,316,15,0,28.21,,0,0,0,69.4,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 03:00:00 EDT,42.04036,-77.23726,1665,64.7,65.0,64.7,97.7,64.0,0.000,0.000,0.00,0.000,0.0,0.4,0.1,302,0,0.1,0.9,0.3,285,3,0.1,0.9,0.3,285,3,0,28.21,,0,0,0,69.4,68.5,66.4,0.55,0.44,0.44
ADDI,2021-08-21 03:05:00 EDT,42.04036,-77.23726,1665,64.7,64.9,64.7,97.7,64.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,0.9,0.3,241,3,0.1,0.9,0.3,241,3,0,28.21,,0,0,0,69.3,68.5,66.4,0.55,0.44,0.44
