station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2024-07-23 00:00:00 EDT,42.04036,-77.23726,1665,63.9,64.3,63.9,99.2,63.7,0.003,0.302,0.00,0.042,1.4,2.0,0.3,330,5,1.9,2.8,0.4,329,5,1.9,2.8,0.4,329,5,0,28.26,,0,0,0,69.3,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:05:00 EDT,42.04036,-77.23726,1665,63.9,64.2,63.9,99.3,63.7,0.002,0.002,0.00,0.039,1.7,2.2,0.2,342,10,2.4,3.3,0.3,341,11,2.4,3.3,0.3,341,11,0,28.26,,0,0,0,69.3,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:10:00 EDT,42.04036,-77.23726,1665,63.8,64.1,63.8,99.3,63.6,0.003,0.004,0.00,0.038,1.5,2.9,0.5,359,11,2.0,3.6,0.5,357,11,2.0,3.6,0.5,357,11,0,28.26,,0,0,0,69.1,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:15:00 EDT,42.04036,-77.23726,1665,63.8,64.1,63.8,99.4,63.6,0.003,0.007,0.00,0.033,1.5,2.1,0.3,359,9,2.0,3.2,0.4,358,9,2.0,3.2,0.4,358,9,0,28.25,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:20:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.4,63.7,0.003,0.010,0.00,0.033,1.4,2.3,0.4,353,15,1.9,2.8,0.4,352,15,1.9,2.8,0.4,352,15,0,28.25,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:25:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.5,63.8,0.003,0.013,0.00,0.033,2.0,2.8,0.3,333,11,2.6,4.2,0.4,332,12,2.6,4.2,0.4,332,12,0,28.25,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:30:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.5,63.8,0.003,0.016,0.00,0.034,1.6,2.6,0.4,347,10,2.2,3.5,0.5,347,11,2.2,3.5,0.5,347,11,0,28.26,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:35:00 EDT,42.04036,-77.23726,1665,64.0,64.1,64.0,99.5,63.8,0.004,0.020,0.00,0.035,1.3,2.3,0.4,358,18,1.8,3.0,0.4,359,16,1.8,3.0,0.4,359,16,0,28.26,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:40:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.5,63.8,0.004,0.023,0.00,0.037,1.2,2.0,0.3,14,6,1.8,2.9,0.3,15,7,1.8,2.9,0.3,15,7,0,28.25,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:45:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.5,63.8,0.005,0.028,0.00,0.037,0.0,0.9,0.1,25,0,0.8,1.6,0.5,40,15,0.8,1.6,0.5,40,15,0,28.25,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:50:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.6,63.8,0.003,0.031,0.00,0.036,0.3,1.7,0.6,121,1,0.9,2.0,0.6,119,10,0.9,2.0,0.6,119,10,0,28.25,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 00:55:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.6,63.9,0.002,0.033,0.00,0.035,1.5,1.8,0.2,138,10,1.7,2.2,0.2,136,9,1.7,2.2,0.2,136,9,0,28.26,,0,0,0,68.9,70.0,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:00:00 EDT,42.04036,-77.23726,1665,64.1,64.3,64.1,99.6,64.0,0.004,0.037,0.00,0.037,1.6,2.2,0.3,150,5,1.9,2.4,0.3,147,6,1.9,2.4,0.3,147,6,0,28.26,,0,0,0,68.9,69.8,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:05:00 EDT,42.04036,-77.23726,1665,64.2,64.3,64.2,99.6,64.1,0.004,0.040,0.00,0.039,1.7,2.8,0.4,136,5,1.9,3.4,0.4,134,5,1.9,3.4,0.4,134,5,0,28.25,,0,0,0,68.8,69.8,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:10:00 EDT,42.04036,-77.23726,1665,64.2,64.4,64.2,99.6,64.1,0.002,0.042,0.00,0.037,2.9,3.6,0.5,118,10,3.2,4.3,0.6,117,10,3.2,4.3,0.6,117,10,0,28.25,,0,0,0,68.7,69.7,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:15:00 EDT,42.04036,-77.23726,1665,64.2,64.4,64.2,99.6,64.1,0.005,0.046,0.00,0.039,2.2,3.3,0.6,102,10,2.6,3.9,0.6,102,10,2.6,3.9,0.6,102,10,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:20:00 EDT,42.04036,-77.23726,1665,64.2,64.4,64.2,99.6,64.1,0.011,0.058,0.00,0.048,2.3,3.3,0.5,107,8,2.7,3.9,0.6,107,8,2.7,3.9,0.6,107,8,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:25:00 EDT,42.04036,-77.23726,1665,64.2,64.4,64.2,99.6,64.1,0.008,0.066,0.00,0.053,1.6,3.0,0.7,102,8,2.2,3.7,0.6,103,9,2.2,3.7,0.6,103,9,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:30:00 EDT,42.04036,-77.23726,1665,64.3,64.5,64.3,99.6,64.1,0.002,0.068,0.00,0.052,1.4,3.8,1.1,91,15,2.1,4.3,0.9,89,19,2.1,4.3,0.9,89,19,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:35:00 EDT,42.04036,-77.23726,1665,64.3,64.5,64.3,99.6,64.2,0.006,0.074,0.00,0.054,2.7,3.9,0.7,94,13,3.1,4.7,0.7,95,13,3.1,4.7,0.7,95,13,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:40:00 EDT,42.04036,-77.23726,1665,64.4,64.6,64.4,99.6,64.3,0.005,0.079,0.00,0.056,2.2,3.7,0.7,88,12,2.7,4.5,0.8,89,12,2.7,4.5,0.8,89,12,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:45:00 EDT,42.04036,-77.23726,1665,64.4,64.5,64.4,99.6,64.3,0.009,0.088,0.00,0.060,2.0,3.7,0.6,97,17,2.5,4.2,0.6,97,17,2.5,4.2,0.6,97,17,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:50:00 EDT,42.04036,-77.23726,1665,64.3,64.5,64.3,99.5,64.2,0.009,0.097,0.00,0.066,2.7,4.3,0.7,97,13,3.2,5.3,0.7,97,12,3.2,5.3,0.7,97,12,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 01:55:00 EDT,42.04036,-77.23726,1665,64.3,64.5,64.3,99.4,64.1,0.008,0.106,0.00,0.073,1.5,3.1,0.6,97,17,2.1,3.8,0.6,97,19,2.1,3.8,0.6,97,19,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:00:00 EDT,42.04036,-77.23726,1665,64.3,64.5,64.3,99.4,64.1,0.006,0.111,0.00,0.074,3.2,4.4,0.6,110,8,3.5,4.9,0.7,111,8,3.5,4.9,0.7,111,8,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:05:00 EDT,42.04036,-77.23726,1665,64.3,64.5,64.3,99.3,64.0,0.002,0.113,0.00,0.072,3.5,5.0,0.5,117,9,3.7,5.8,0.7,116,9,3.7,5.8,0.7,116,9,0,28.25,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:10:00 EDT,42.04036,-77.23726,1665,64.2,64.4,64.2,99.2,63.9,0.000,0.113,0.00,0.071,2.9,3.6,0.4,126,6,3.0,4.0,0.5,126,5,3.0,4.0,0.5,126,5,0,28.24,,0,0,0,68.5,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:15:00 EDT,42.04036,-77.23726,1665,64.1,64.3,64.1,99.1,63.8,0.002,0.115,0.00,0.068,2.0,3.8,1.0,120,10,2.3,4.2,0.9,121,11,2.3,4.2,0.9,121,11,0,28.24,,0,0,0,68.4,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:20:00 EDT,42.04036,-77.23726,1665,64.1,64.3,64.1,99.1,63.8,0.001,0.115,0.00,0.057,0.9,1.8,0.5,142,18,1.4,2.3,0.4,142,18,1.4,2.3,0.4,142,18,0,28.24,,0,0,0,68.3,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:25:00 EDT,42.04036,-77.23726,1665,64.0,64.3,64.0,99.0,63.8,0.000,0.115,0.00,0.049,1.1,1.9,0.4,162,13,1.7,2.4,0.3,161,17,1.7,2.4,0.3,161,17,0,28.24,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:30:00 EDT,42.04036,-77.23726,1665,64.0,64.3,64.0,99.1,63.7,0.000,0.115,0.00,0.047,0.8,1.5,0.3,157,13,1.4,2.0,0.3,158,15,1.4,2.0,0.3,158,15,0,28.24,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:35:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.7,0.000,0.115,0.00,0.041,0.2,1.1,0.3,324,4,0.4,2.0,0.6,320,11,0.4,2.0,0.6,320,11,0,28.24,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:40:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.7,0.000,0.115,0.00,0.036,1.6,2.3,0.4,297,10,1.9,2.9,0.4,299,11,1.9,2.9,0.4,299,11,0,28.24,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:45:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.7,0.000,0.115,0.00,0.027,0.9,1.6,0.5,293,9,1.3,2.2,0.7,293,11,1.3,2.2,0.7,293,11,0,28.25,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:50:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.7,0.000,0.115,0.00,0.018,0.0,0.0,0.0,0,0,0.1,0.9,0.3,122,5,0.1,0.9,0.3,122,5,0,28.25,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 02:55:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.7,0.000,0.115,0.00,0.010,0.0,0.0,0.0,0,0,0.8,1.4,0.3,79,24,0.8,1.4,0.3,79,24,0,28.25,,0,0,0,68.2,69.6,67.6,0.13,0.29,0.34
ADDI,2024-07-23 03:00:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.7,0.000,0.115,0.00,0.004,1.0,3.0,0.8,55,21,1.6,4.0,0.8,55,22,1.6,4.0,0.8,55,22,0,28.25,,0,0,0,68.2,69.5,67.6,0.13,0.29,0.34
ADDI,2024-07-23 03:05:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.8,0.000,0.115,0.00,0.003,1.5,2.6,0.4,24,13,1.9,3.0,0.4,26,14,1.9,3.0,0.4,26,14,0,28.25,,0,0,0,68.2,69.5,67.6,0.13,0.29,0.34
ADDI,2024-07-23 03:10:00 EDT,42.04036,-77.23726,1665,64.0,64.2,64.0,99.1,63.8,0.002,0.118,0.00,0.005,0.2,1.0,0.3,25,3,0.5,1.3,0.5,49,24,0.5,1.3,0.5,49,24,0,28.25,,0,0,0,68.2,69.3,67.6,0.13,0.29,0.34
ADDI,2024-07-23 03:15:00 EDT,42.04036,-77.23726,1665,64.0,64.1,64.0,99.1,63.7,0.001,0.119,0.00,0.004,0.0,0.7,0.1,136,1,0.5,1.5,0.5,123,9,0.5,1.5,0.5,123,9,0,28.25,,0,0,0,68.2,69.3,67.6,0.13,0.29,0.34
ADDI,2024-07-23 03:20:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.1,63.7,0.001,0.119,0.00,0.004,0.4,1.5,0.5,33,46,0.8,1.9,0.6,21,51,0.8,1.9,0.6,21,51,0,28.25,,0,0,0,68.2,69.3,67.6,0.13,0.29,0.34
ADDI,2024-07-23 03:25:00 EDT,42.04036,-77.23726,1665,63.9,64.1,63.9,99.1,63.6,0.000,0.119,0.00,0.004,1.5,2.2,0.3,334,4,2.0,3.1,0.4,332,5,2.0,3.1,0.4,332,5,0,28.25,,0,0,0,68.2,69.3,67.6,0.13,0.29,0.34
