station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2016-10-18 00:00:00 EDT,42.04036,-77.23726,1665,64.7,,64.7,78.8,58.0,,,,,6.9,10.7,1.6,174,14,,,,,,6.9,10.7,1.6,174,14,0,28.12,,0,0,0,59.9,58.5,57.4,0.37,0.21,0.25
ADDI,2016-10-18 00:05:00 EDT,42.04036,-77.23726,1665,64.5,,64.5,78.9,57.8,,,,,6.3,9.6,1.4,174,14,,,,,,6.3,9.6,1.4,174,14,0,28.12,,0,0,0,59.9,58.5,57.4,0.37,0.21,0.26
ADDI,2016-10-18 00:10:00 EDT,42.04036,-77.23726,1665,64.2,,64.2,79.3,57.6,,,,,5.5,8.7,1.2,171,11,,,,,,5.5,8.7,1.2,171,11,0,28.12,,0,0,0,59.9,58.5,57.4,0.37,0.21,0.25
ADDI,2016-10-18 00:15:00 EDT,42.04036,-77.23726,1665,63.9,,63.9,80.2,57.7,,,,,4.5,8.0,1.1,173,16,,,,,,4.5,8.0,1.1,173,16,0,28.12,,0,0,0,59.9,58.5,57.4,0.37,0.21,0.26
ADDI,2016-10-18 00:20:00 EDT,42.04036,-77.23726,1665,63.9,,63.9,80.0,57.6,,,,,4.7,9.5,1.2,172,14,,,,,,4.7,9.5,1.2,172,14,0,28.12,,0,0,0,59.9,58.5,57.4,0.37,0.21,0.25
ADDI,2016-10-18 00:25:00 EDT,42.04036,-77.23726,1665,64.0,,64.0,79.7,57.6,,,,,5.4,8.0,1.1,172,15,,,,,,5.4,8.0,1.1,172,15,0,28.12,,0,0,0,59.9,58.5,57.4,0.37,0.21,0.26
ADDI,2016-10-18 00:30:00 EDT,42.04036,-77.23726,1665,63.9,,63.9,79.6,57.5,,,,,5.9,8.5,1.5,172,14,,,,,,5.9,8.5,1.5,172,14,0,28.12,,0,0,0,59.9,58.6,57.4,0.37,0.21,0.25
ADDI,2016-10-18 00:35:00 EDT,42.04036,-77.23726,1665,63.9,,63.9,79.5,57.5,,,,,6.1,8.8,1.2,174,12,,,,,,6.1,8.8,1.2,174,12,0,28.12,,0,0,0,59.8,58.5,57.4,0.37,0.21,0.26
ADDI,2016-10-18 00:40:00 EDT,42.04036,-77.23726,1665,64.2,,64.2,78.7,57.4,,,,,5.6,8.9,1.1,173,14,,,,,,5.6,8.9,1.1,173,14,0,28.12,,0,0,0,59.8,58.6,57.4,0.37,0.20,0.25
ADDI,2016-10-18 00:45:00 EDT,42.04036,-77.23726,1665,64.0,,64.0,78.7,57.3,,,,,5.7,8.8,1.2,172,14,,,,,,5.7,8.8,1.2,172,14,0,28.12,,0,0,0,59.8,58.6,57.4,0.37,0.21,0.26
