station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2020-07-11 00:00:00 EDT,42.04036,-77.23726,1665,67.8,68.1,67.8,98.4,67.3,0.000,0.012,0.00,0.000,1.9,3.3,0.6,283,23,2.3,4.1,0.7,284,22,2.3,4.1,0.7,284,22,0,28.03,,0,0,0,71.6,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 00:05:00 EDT,42.04036,-77.23726,1665,67.8,68.0,67.8,98.4,67.4,0.000,0.000,0.00,0.000,3.1,5.2,0.8,265,16,3.6,6.3,1.0,268,14,3.6,6.3,1.0,268,14,0,28.03,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 00:10:00 EDT,42.04036,-77.23726,1665,67.8,67.9,67.8,98.4,67.3,0.000,0.000,0.00,0.000,2.3,4.5,0.9,274,19,2.9,5.9,1.1,276,20,2.9,5.9,1.1,276,20,0,28.03,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 00:15:00 EDT,42.04036,-77.23726,1665,67.9,68.0,67.9,98.3,67.4,0.000,0.000,0.00,0.000,3.5,4.8,0.7,257,10,4.1,6.6,0.9,259,9,4.1,6.6,0.9,259,9,0,28.03,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 00:20:00 EDT,42.04036,-77.23726,1665,68.0,68.2,68.0,98.3,67.5,0.000,0.000,0.00,0.000,2.6,4.4,0.7,272,13,3.0,5.7,0.8,274,13,3.0,5.7,0.8,274,13,0,28.03,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 00:25:00 EDT,42.04036,-77.23726,1665,68.0,68.1,68.0,98.2,67.4,0.000,0.000,0.00,0.000,1.2,2.3,0.6,338,41,1.6,3.2,0.6,339,42,1.6,3.2,0.6,339,42,0,28.02,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 00:30:00 EDT,42.04036,-77.23726,1665,67.8,68.1,67.8,98.1,67.2,0.000,0.000,0.00,0.000,1.1,1.8,0.2,9,19,1.4,2.1,0.3,10,18,1.4,2.1,0.3,10,18,0,28.02,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 00:35:00 EDT,42.04036,-77.23726,1665,67.6,67.8,67.6,98.0,67.0,0.000,0.000,0.00,0.000,0.1,0.9,0.3,348,1,0.3,1.3,0.4,12,19,0.3,1.3,0.4,12,19,0,28.02,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 00:40:00 EDT,42.04036,-77.23726,1665,67.4,67.7,67.4,98.1,66.8,0.000,0.000,0.00,0.000,0.3,0.9,0.3,208,35,0.8,1.3,0.4,200,12,0.8,1.3,0.4,200,12,0,28.02,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 00:45:00 EDT,42.04036,-77.23726,1665,67.3,67.7,67.3,98.1,66.7,0.000,0.000,0.00,0.000,0.7,1.5,0.7,252,2,1.1,1.9,0.6,249,7,1.1,1.9,0.6,249,7,0,28.02,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 00:50:00 EDT,42.04036,-77.23726,1665,67.1,67.7,67.1,98.2,66.6,0.000,0.000,0.00,0.000,1.0,1.9,0.5,291,24,1.3,2.3,0.6,293,21,1.3,2.3,0.6,293,21,0,28.01,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 00:55:00 EDT,42.04036,-77.23726,1665,67.3,67.6,67.3,98.3,66.8,0.002,0.002,0.00,0.002,1.4,1.8,0.2,344,10,1.8,2.4,0.3,345,11,1.8,2.4,0.3,345,11,0,28.01,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 01:00:00 EDT,42.04036,-77.23726,1665,67.2,67.5,67.2,98.3,66.7,0.001,0.003,0.00,0.003,1.0,1.6,0.4,342,4,1.4,2.4,0.5,344,9,1.4,2.4,0.5,344,9,0,28.01,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 01:05:00 EDT,42.04036,-77.23726,1665,67.1,67.4,67.1,98.3,66.6,0.000,0.003,0.00,0.003,0.1,1.0,0.2,289,2,0.2,1.4,0.4,301,19,0.2,1.4,0.4,301,19,0,28.00,,0,0,0,71.4,69.3,66.0,0.09,0.22,0.28
ADDI,2020-07-11 01:10:00 EDT,42.04036,-77.23726,1665,67.0,67.4,67.0,98.3,66.5,0.000,0.003,0.00,0.003,0.6,1.7,0.5,271,31,0.8,2.1,0.6,261,37,0.8,2.1,0.6,261,37,0,28.00,,0,0,0,71.4,69.3,66.0,0.10,0.22,0.28
ADDI,2020-07-11 01:15:00 EDT,42.04036,-77.23726,1665,67.1,67.7,67.1,98.5,66.6,0.000,0.003,0.00,0.003,0.9,2.1,0.5,164,25,1.4,2.2,0.4,160,28,1.4,2.2,0.4,160,28,0,28.00,,0,0,0,71.3,69.3,66.0,0.09,0.22,0.28
