station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2016-10-09 00:00:00 EDT,42.04036,-77.23726,1665,47.1,,45.0,82.2,41.9,,,,,4.8,9.1,1.5,345,20,,,,,,4.8,9.1,1.5,345,20,0,28.37,,0,0,0,59.1,61.2,61.0,0.42,0.21,0.26
ADDI,2016-10-09 00:05:00 EDT,42.04036,-77.23726,1665,47.1,,44.1,82.2,42.0,,,,,6.2,11.6,1.7,348,16,,,,,,6.2,11.6,1.7,348,16,0,28.36,,0,0,0,59.1,61.2,61.1,0.42,0.21,0.26
ADDI,2016-10-09 00:10:00 EDT,42.04036,-77.23726,1665,47.0,,44.1,82.2,41.8,,,,,5.9,11.0,1.9,338,22,,,,,,5.9,11.0,1.9,338,22,0,28.37,,0,0,0,59.1,61.2,61.0,0.42,0.21,0.26
ADDI,2016-10-09 00:15:00 EDT,42.04036,-77.23726,1665,47.1,,43.1,79.7,41.2,,,,,8.5,15.0,2.8,346,19,,,,,,8.5,15.0,2.8,346,19,0,28.36,,0,0,0,59.1,61.2,60.9,0.42,0.21,0.26
ADDI,2016-10-09 00:20:00 EDT,42.04036,-77.23726,1665,47.0,,43.2,78.7,40.7,,,,,7.8,15.9,2.6,342,20,,,,,,7.8,15.9,2.6,342,20,0,28.36,,0,0,0,59.0,61.1,61.0,0.42,0.21,0.26
ADDI,2016-10-09 00:25:00 EDT,42.04036,-77.23726,1665,46.7,,43.8,79.1,40.6,,,,,6.1,13.1,2.4,346,17,,,,,,6.1,13.1,2.4,346,17,0,28.36,,0,0,0,58.9,61.1,61.0,0.42,0.21,0.26
ADDI,2016-10-09 00:30:00 EDT,42.04036,-77.23726,1665,46.7,,43.0,78.0,40.2,,,,,7.5,11.8,1.7,339,17,,,,,,7.5,11.8,1.7,339,17,0,28.36,,0,0,0,58.9,61.2,61.1,0.42,0.20,0.26
ADDI,2016-10-09 00:35:00 EDT,42.04036,-77.23726,1665,46.6,,42.7,78.1,40.1,,,,,7.8,13.4,2.1,331,15,,,,,,7.8,13.4,2.1,331,15,0,28.36,,0,0,0,58.9,61.1,61.0,0.42,0.20,0.26
ADDI,2016-10-09 00:40:00 EDT,42.04036,-77.23726,1665,46.4,,43.3,78.3,40.0,,,,,6.1,9.0,1.3,337,14,,,,,,6.1,9.0,1.3,337,14,0,28.36,,0,0,0,58.9,61.2,61.0,0.42,0.20,0.26
ADDI,2016-10-09 00:45:00 EDT,42.04036,-77.23726,1665,46.4,,43.1,77.9,39.9,,,,,6.6,10.7,1.8,334,14,,,,,,6.6,10.7,1.8,334,14,0,28.36,,0,0,0,58.8,61.1,61.0,0.42,0.20,0.26
ADDI,2016-10-09 00:50:00 EDT,42.04036,-77.23726,1665,46.2,,44.0,78.2,39.8,,,,,4.6,8.5,1.2,338,14,,,,,,4.6,8.5,1.2,338,14,0,28.36,,0,0,0,58.8,61.2,61.0,0.42,0.20,0.26
ADDI,2016-10-09 00:55:00 EDT,42.04036,-77.23726,1665,46.1,,43.5,78.7,39.9,,,,,5.2,9.4,1.6,335,19,,,,,,5.2,9.4,1.6,335,19,0,28.36,,0,0,0,58.8,61.2,61.0,0.42,0.20,0.26
ADDI,2016-10-09 01:00:00 EDT,42.04036,-77.23726,1665,46.1,,43.2,78.5,39.8,,,,,5.7,10.4,1.5,342,15,,,,,,5.7,10.4,1.5,342,15,0,28.36,,0,0,0,58.7,61.1,61.0,0.42,0.20,0.26
ADDI,2016-10-09 01:05:00 EDT,42.04036,-77.23726,1665,46.0,,43.6,78.9,39.8,,,,,4.8,8.5,1.3,342,16,,,,,,4.8,8.5,1.3,342,16,0,28.36,,0,0,0,58.6,61.2,61.0,0.42,0.20,0.25
ADDI,2016-10-09 01:10:00 EDT,42.04036,-77.23726,1665,45.9,,43.1,79.1,39.8,,,,,5.5,8.8,1.3,346,17,,,,,,5.5,8.8,1.3,346,17,0,28.36,,0,0,0,58.6,61.1,61.1,0.42,0.20,0.26
