station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2016-08-13 00:00:00 EDT,42.04036,-77.23726,1665,71.9,,71.9,,,,,,,1.5,3.8,0.9,184,19,,,,,,1.5,3.8,0.9,184,19,0,28.20,,,,,76.8,75.7,71.9,,,
ADDI,2016-08-13 00:05:00 EDT,42.04036,-77.23726,1665,71.6,,71.6,,,,,,,2.4,3.7,0.4,170,14,,,,,,2.4,3.7,0.4,170,14,0,28.20,,,,,76.8,75.7,72.0,,,
ADDI,2016-08-13 00:10:00 EDT,42.04036,-77.23726,1665,71.1,,71.1,,,,,,,1.4,3.9,0.9,182,26,,,,,,1.4,3.9,0.9,182,26,0,28.20,,,,,76.7,75.8,72.0,,,
ADDI,2016-08-13 00:15:00 EDT,42.04036,-77.23726,1665,70.6,,70.6,,,,,,,0.6,1.7,0.6,315,14,,,,,,0.6,1.7,0.6,315,14,0,28.20,,,,,76.6,75.8,71.8,,,
ADDI,2016-08-13 00:20:00 EDT,42.04036,-77.23726,1665,70.6,,70.6,,,,,,,0.3,1.2,0.5,172,5,,,,,,0.3,1.2,0.5,172,5,0,28.20,,,,,76.7,75.7,71.9,,,
ADDI,2016-08-13 00:25:00 EDT,42.04036,-77.23726,1665,70.6,,70.6,,,,,,,1.1,1.7,0.3,174,22,,,,,,1.1,1.7,0.3,174,22,0,28.20,,,,,76.6,75.8,71.9,,,
ADDI,2016-08-13 00:30:00 EDT,42.04036,-77.23726,1665,70.7,,70.7,,,,,,,1.2,2.7,0.7,187,22,,,,,,1.2,2.7,0.7,187,22,0,28.20,,,,,76.5,75.8,71.8,,,
ADDI,2016-08-13 00:35:00 EDT,42.04036,-77.23726,1665,71.0,,71.0,,,,,,,0.7,1.9,0.7,176,14,,,,,,0.7,1.9,0.7,176,14,0,28.20,,,,,76.5,75.7,71.9,,,
ADDI,2016-08-13 00:40:00 EDT,42.04036,-77.23726,1665,70.7,,70.7,,,,,,,0.6,1.7,0.5,226,4,,,,,,0.6,1.7,0.5,226,4,0,28.20,,,,,76.5,75.8,72.0,,,
ADDI,2016-08-13 00:45:00 EDT,42.04036,-77.23726,1665,70.7,,70.7,,,,,,,0.1,0.7,0.2,258,7,,,,,,0.1,0.7,0.2,258,7,0,28.20,,,,,76.5,75.8,72.0,,,
ADDI,2016-08-13 00:50:00 EDT,42.04036,-77.23726,1665,70.7,,70.7,,,,,,,0.3,1.5,0.6,180,2,,,,,,0.3,1.5,0.6,180,2,0,28.20,,,,,76.3,75.8,71.9,,,
ADDI,2016-08-13 00:55:00 EDT,42.04036,-77.23726,1665,70.6,,70.6,,,,,,,1.9,2.5,0.2,186,8,,,,,,1.9,2.5,0.2,186,8,0,28.20,,,,,76.4,75.8,71.9,,,
ADDI,2016-08-13 01:00:00 EDT,42.04036,-77.23726,1665,70.5,,70.5,,,,,,,1.9,2.8,0.3,193,11,,,,,,1.9,2.8,0.3,193,11,0,28.20,,,,,76.3,75.8,72.0,,,
ADDI,2016-08-13 01:05:00 EDT,42.04036,-77.23726,1665,70.6,,70.6,,,,,,,2.2,3.4,0.4,182,7,,,,,,2.2,3.4,0.4,182,7,0,28.20,,,,,76.2,75.7,71.9,,,
ADDI,2016-08-13 01:10:00 EDT,42.04036,-77.23726,1665,70.7,,70.7,,,,,,,1.3,2.3,0.6,202,18,,,,,,1.3,2.3,0.6,202,18,0,28.20,,,,,76.2,75.8,72.0,,,
ADDI,2016-08-13 01:15:00 EDT,42.04036,-77.23726,1665,70.8,,70.8,,,,,,,1.6,2.3,0.3,170,4,,,,,,1.6,2.3,0.3,170,4,0,28.20,,,,,76.0,75.7,71.9,,,
ADDI,2016-08-13 01:20:00 EDT,42.04036,-77.23726,1665,70.9,,70.9,,,,,,,2.0,3.2,0.5,173,9,,,,,,2.0,3.2,0.5,173,9,0,28.20,,,,,76.1,75.8,72.1,,,
ADDI,2016-08-13 01:25:00 EDT,42.04036,-77.23726,1665,72.4,,72.4,,,,,,,4.7,6.2,0.9,169,12,,,,,,4.7,6.2,0.9,169,12,0,28.20,,,,,76.0,75.7,71.9,,,
ADDI,2016-08-13 01:30:00 EDT,42.04036,-77.23726,1665,72.9,,72.9,,,,,,,4.7,7.0,0.9,170,9,,,,,,4.7,7.0,0.9,170,9,0,28.20,,,,,76.0,75.7,72.0,,,
ADDI,2016-08-13 01:35:00 EDT,42.04036,-77.23726,1665,72.6,,72.6,,,,,,,3.7,6.4,0.8,172,8,,,,,,3.7,6.4,0.8,172,8,0,28.20,,,,,76.0,75.7,72.0,,,
ADDI,2016-08-13 01:40:00 EDT,42.04036,-77.23726,1665,71.9,,71.9,,,,,,,2.3,3.5,0.4,182,7,,,,,,2.3,3.5,0.4,182,7,0,28.20,,,,,75.9,75.7,72.0,,,
ADDI,2016-08-13 01:45:00 EDT,42.04036,-77.23726,1665,71.8,,71.8,,,,,,,2.8,4.0,0.4,181,7,,,,,,2.8,4.0,0.4,181,7,0,28.20,,,,,75.8,75.7,72.0,,,
ADDI,2016-08-13 01:50:00 EDT,42.04036,-77.23726,1665,71.3,,71.3,,,,,,,2.5,3.9,0.4,182,6,,,,,,2.5,3.9,0.4,182,6,0,28.20,,,,,75.7,75.8,72.0,,,
ADDI,2016-08-13 01:55:00 EDT,42.04036,-77.23726,1665,71.0,,71.0,,,,,,,3.5,4.2,0.4,176,6,,,,,,3.5,4.2,0.4,176,6,0,28.20,,,,,75.8,75.7,72.1,,,
ADDI,2016-08-13 02:00:00 EDT,42.04036,-77.23726,1665,71.3,,71.3,,,,,,,4.0,4.7,0.4,174,3,,,,,,4.0,4.7,0.4,174,3,0,28.20,,,,,75.7,75.7,72.0,,,
