station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2016-10-12 00:00:00 EDT,42.04036,-77.23726,1665,50.2,,50.2,62.5,37.9,,,,,5.9,9.2,1.2,181,12,,,,,,5.9,9.2,1.2,181,12,0,28.53,,0,0,0,53.2,56.3,58.0,0.36,0.22,0.26
ADDI,2016-10-12 00:05:00 EDT,42.04036,-77.23726,1665,50.6,,50.6,61.4,37.8,,,,,8.3,11.8,1.6,174,11,,,,,,8.3,11.8,1.6,174,11,0,28.53,,0,0,0,53.3,56.3,58.0,0.36,0.22,0.26
ADDI,2016-10-12 00:10:00 EDT,42.04036,-77.23726,1665,50.5,,50.5,61.6,37.8,,,,,8.5,12.7,1.7,173,10,,,,,,8.5,12.7,1.7,173,10,0,28.53,,0,0,0,53.1,56.4,58.0,0.35,0.22,0.26
ADDI,2016-10-12 00:15:00 EDT,42.04036,-77.23726,1665,50.6,,50.6,61.3,37.8,,,,,8.1,11.2,1.3,172,10,,,,,,8.1,11.2,1.3,172,10,0,28.53,,0,0,0,53.1,56.3,58.0,0.35,0.21,0.26
ADDI,2016-10-12 00:20:00 EDT,42.04036,-77.23726,1665,50.6,,50.6,61.2,37.8,,,,,6.3,9.8,1.7,175,12,,,,,,6.3,9.8,1.7,175,12,0,28.53,,0,0,0,53.2,56.3,58.0,0.36,0.22,0.26
ADDI,2016-10-12 00:25:00 EDT,42.04036,-77.23726,1665,50.7,,50.7,61.2,37.8,,,,,8.7,12.6,1.6,168,9,,,,,,8.7,12.6,1.6,168,9,0,28.53,,0,0,0,53.2,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 00:30:00 EDT,42.04036,-77.23726,1665,50.4,,50.4,62.2,38.0,,,,,11.8,14.8,1.3,161,8,,,,,,11.8,14.8,1.3,161,8,0,28.52,,0,0,0,53.1,56.3,58.0,0.36,0.21,0.26
ADDI,2016-10-12 00:35:00 EDT,42.04036,-77.23726,1665,50.2,,50.2,62.6,37.9,,,,,9.1,15.9,2.6,162,11,,,,,,9.1,15.9,2.6,162,11,0,28.52,,0,0,0,53.2,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 00:40:00 EDT,42.04036,-77.23726,1665,50.5,,50.5,61.9,37.9,,,,,3.5,7.2,1.4,245,35,,,,,,3.5,7.2,1.4,245,35,0,28.53,,0,0,0,53.1,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 00:45:00 EDT,42.04036,-77.23726,1665,50.8,,50.8,60.3,37.5,,,,,5.1,10.7,2.6,177,26,,,,,,5.1,10.7,2.6,177,26,0,28.52,,0,0,0,53.0,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 00:50:00 EDT,42.04036,-77.23726,1665,50.6,,50.6,60.6,37.5,,,,,7.6,11.6,1.7,177,12,,,,,,7.6,11.6,1.7,177,12,0,28.52,,0,0,0,53.0,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 00:55:00 EDT,42.04036,-77.23726,1665,50.4,,50.4,61.5,37.6,,,,,7.5,11.1,1.5,169,13,,,,,,7.5,11.1,1.5,169,13,0,28.52,,0,0,0,53.0,56.3,58.0,0.35,0.21,0.26
ADDI,2016-10-12 01:00:00 EDT,42.04036,-77.23726,1665,50.0,,45.9,62.8,37.8,,,,,10.3,14.3,1.7,167,9,,,,,,10.3,14.3,1.7,167,9,0,28.51,,0,0,0,53.0,56.3,57.9,0.35,0.22,0.26
ADDI,2016-10-12 01:05:00 EDT,42.04036,-77.23726,1665,50.0,,46.3,62.6,37.7,,,,,9.2,13.8,1.7,170,9,,,,,,9.2,13.8,1.7,170,9,0,28.51,,0,0,0,53.0,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 01:10:00 EDT,42.04036,-77.23726,1665,49.8,,46.0,63.1,37.7,,,,,9.5,13.1,1.4,165,10,,,,,,9.5,13.1,1.4,165,10,0,28.51,,0,0,0,53.1,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 01:15:00 EDT,42.04036,-77.23726,1665,49.9,,45.6,62.7,37.7,,,,,11.2,15.4,1.8,172,10,,,,,,11.2,15.4,1.8,172,10,0,28.51,,0,0,0,53.1,56.3,57.9,0.35,0.22,0.26
ADDI,2016-10-12 01:20:00 EDT,42.04036,-77.23726,1665,50.2,,50.2,61.5,37.5,,,,,8.3,13.4,2.2,178,13,,,,,,8.3,13.4,2.2,178,13,0,28.51,,0,0,0,53.0,56.3,57.9,0.35,0.22,0.26
ADDI,2016-10-12 01:25:00 EDT,42.04036,-77.23726,1665,50.1,,50.1,61.7,37.5,,,,,8.8,14.5,2.2,173,11,,,,,,8.8,14.5,2.2,173,11,0,28.51,,0,0,0,53.0,56.3,58.0,0.36,0.21,0.26
ADDI,2016-10-12 01:30:00 EDT,42.04036,-77.23726,1665,50.2,,50.2,61.8,37.6,,,,,7.2,12.7,2.5,182,20,,,,,,7.2,12.7,2.5,182,20,0,28.51,,0,0,0,53.0,56.3,57.9,0.35,0.22,0.26
ADDI,2016-10-12 01:35:00 EDT,42.04036,-77.23726,1665,50.4,,50.4,60.7,37.3,,,,,5.0,12.1,2.2,193,18,,,,,,5.0,12.1,2.2,193,18,0,28.52,,0,0,0,52.9,56.3,58.0,0.35,0.22,0.26
ADDI,2016-10-12 01:40:00 EDT,42.04036,-77.23726,1665,50.2,,50.2,61.5,37.5,,,,,6.8,10.7,1.9,171,11,,,,,,6.8,10.7,1.9,171,11,0,28.52,,0,0,0,53.0,56.3,57.9,0.35,0.22,0.26
ADDI,2016-10-12 01:45:00 EDT,42.04036,-77.23726,1665,50.0,,50.0,62.7,37.8,,,,,7.7,11.1,1.6,176,11,,,,,,7.7,11.1,1.6,176,11,0,28.52,,0,0,0,53.0,56.3,57.9,0.35,0.22,0.26
