station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2025-09-02 00:00:00 EDT,42.04036,-77.23726,1665,52.3,53.9,52.3,95.8,51.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,60.4,62.8,62.8,0.17,0.22,0.19
ADDI,2025-09-02 00:05:00 EDT,42.04036,-77.23726,1665,52.2,54.0,52.2,96.1,51.1,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,60.3,62.8,62.8,0.17,0.22,0.19
ADDI,2025-09-02 00:10:00 EDT,42.04036,-77.23726,1665,52.3,54.1,52.3,96.5,51.3,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,60.3,62.8,62.8,0.17,0.22,0.19
ADDI,2025-09-02 00:15:00 EDT,42.04036,-77.23726,1665,51.5,54.0,51.5,96.1,50.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.9,0.1,215,0,0.0,0.9,0.1,215,0,0,28.47,,0,0,0,60.3,62.8,62.8,0.17,0.22,0.19
ADDI,2025-09-02 00:20:00 EDT,42.04036,-77.23726,1665,50.6,53.7,50.6,94.7,49.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.5,1.2,0.5,212,9,0.5,1.2,0.5,212,9,0,28.47,,0,0,0,60.3,62.7,62.8,0.17,0.22,0.19
ADDI,2025-09-02 00:25:00 EDT,42.04036,-77.23726,1665,51.1,53.7,51.1,96.2,50.0,0.000,0.000,0.00,0.000,0.2,0.8,0.3,187,10,0.7,1.6,0.5,190,13,0.7,1.6,0.5,190,13,0,28.47,,0,0,0,60.3,62.6,62.8,0.17,0.22,0.19
ADDI,2025-09-02 00:30:00 EDT,42.04036,-77.23726,1665,51.8,53.4,51.8,97.3,51.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.4,1.0,0.4,199,8,0.4,1.0,0.4,199,8,0,28.47,,0,0,0,60.0,62.6,62.9,0.17,0.22,0.19
ADDI,2025-09-02 00:35:00 EDT,42.04036,-77.23726,1665,51.4,53.2,51.4,96.8,50.5,0.000,0.000,0.00,0.000,0.0,0.3,0.1,240,0,0.6,1.0,0.4,228,12,0.6,1.0,0.4,228,12,0,28.47,,0,0,0,60.0,62.6,62.9,0.17,0.22,0.19
ADDI,2025-09-02 00:40:00 EDT,42.04036,-77.23726,1665,51.8,53.3,51.8,97.3,51.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.2,0.9,0.3,217,11,0.2,0.9,0.3,217,11,0,28.47,,0,0,0,59.9,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 00:45:00 EDT,42.04036,-77.23726,1665,52.1,53.5,52.1,96.5,51.2,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,59.9,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 00:50:00 EDT,42.04036,-77.23726,1665,51.0,53.4,51.0,94.3,49.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,0.8,0.2,159,2,0.1,0.8,0.2,159,2,0,28.47,,0,0,0,59.9,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 00:55:00 EDT,42.04036,-77.23726,1665,50.6,53.4,50.6,95.7,49.4,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,59.9,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:00:00 EDT,42.04036,-77.23726,1665,51.3,53.5,51.3,96.9,50.5,0.000,0.000,0.00,0.000,0.0,0.7,0.1,155,1,0.4,1.4,0.5,149,6,0.4,1.4,0.5,149,6,0,28.47,,0,0,0,59.9,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:05:00 EDT,42.04036,-77.23726,1665,50.1,53.3,50.1,94.2,48.5,0.000,0.000,0.00,0.000,0.7,1.2,0.2,181,12,1.3,1.8,0.2,184,12,1.3,1.8,0.2,184,12,0,28.47,,0,0,0,59.9,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:10:00 EDT,42.04036,-77.23726,1665,50.0,53.0,50.0,96.1,49.0,0.000,0.000,0.00,0.000,0.2,0.7,0.3,200,6,0.6,1.2,0.5,209,6,0.6,1.2,0.5,209,6,0,28.47,,0,0,0,59.7,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:15:00 EDT,42.04036,-77.23726,1665,50.2,53.2,50.2,97.8,49.6,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.2,0.9,0.3,203,8,0.2,0.9,0.3,203,8,0,28.47,,0,0,0,59.7,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:20:00 EDT,42.04036,-77.23726,1665,50.5,53.4,50.5,97.0,49.7,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,59.7,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:25:00 EDT,42.04036,-77.23726,1665,50.4,53.2,50.4,95.0,49.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28.47,,0,0,0,59.7,62.6,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:30:00 EDT,42.04036,-77.23726,1665,50.5,53.3,50.5,96.3,49.5,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,0.7,0.2,115,2,0.1,0.7,0.2,115,2,0,28.46,,0,0,0,59.7,62.5,63.0,0.17,0.22,0.19
ADDI,2025-09-02 01:35:00 EDT,42.04036,-77.23726,1665,50.1,53.3,50.1,94.4,48.6,0.000,0.000,0.00,0.000,0.7,1.4,0.4,170,12,1.2,2.1,0.4,167,16,1.2,2.1,0.4,167,16,0,28.46,,0,0,0,59.7,62.4,63.0,0.17,0.22,0.19
