station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2016-10-25 00:00:00 EDT,42.04036,-77.23726,1665,40.5,,33.4,60.6,27.9,,,,,12.1,23.1,4.5,298,28,,,,,,12.1,23.1,4.5,298,28,0,28.40,,0,0,0,49.1,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 00:05:00 EDT,42.04036,-77.23726,1665,40.6,,33.8,59.4,27.5,,,,,11.2,19.1,3.0,314,21,,,,,,11.2,19.1,3.0,314,21,0,28.41,,0,0,0,49.1,53.5,55.1,0.56,0.46,0.43
ADDI,2016-10-25 00:10:00 EDT,42.04036,-77.23726,1665,40.7,,34.7,58.7,27.3,,,,,9.4,17.2,2.7,311,20,,,,,,9.4,17.2,2.7,311,20,0,28.41,,0,0,0,49.1,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 00:15:00 EDT,42.04036,-77.23726,1665,40.6,,33.8,59.6,27.6,,,,,11.3,20.8,3.1,314,17,,,,,,11.3,20.8,3.1,314,17,0,28.41,,0,0,0,49.1,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 00:20:00 EDT,42.04036,-77.23726,1665,40.5,,33.8,59.7,27.6,,,,,11.0,17.8,3.0,312,20,,,,,,11.0,17.8,3.0,312,20,0,28.41,,0,0,0,49.1,53.5,55.1,0.56,0.46,0.43
ADDI,2016-10-25 00:25:00 EDT,42.04036,-77.23726,1665,40.3,,34.8,60.6,27.7,,,,,8.2,14.8,2.5,316,21,,,,,,8.2,14.8,2.5,316,21,0,28.41,,0,0,0,49.1,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 00:30:00 EDT,42.04036,-77.23726,1665,40.3,,34.0,60.2,27.6,,,,,10.1,17.2,2.9,317,25,,,,,,10.1,17.2,2.9,317,25,0,28.41,,0,0,0,49.0,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 00:35:00 EDT,42.04036,-77.23726,1665,40.2,,36.6,60.4,27.6,,,,,5.3,9.5,1.4,311,26,,,,,,5.3,9.5,1.4,311,26,0,28.40,,0,0,0,49.1,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 00:40:00 EDT,42.04036,-77.23726,1665,40.2,,35.2,60.1,27.5,,,,,7.3,13.3,2.1,311,23,,,,,,7.3,13.3,2.1,311,23,0,28.40,,0,0,0,49.0,53.5,55.1,0.55,0.46,0.43
ADDI,2016-10-25 00:45:00 EDT,42.04036,-77.23726,1665,40.3,,35.3,59.5,27.3,,,,,7.3,14.6,2.5,314,19,,,,,,7.3,14.6,2.5,314,19,0,28.41,,0,0,0,48.9,53.5,55.2,0.55,0.46,0.43
ADDI,2016-10-25 00:50:00 EDT,42.04036,-77.23726,1665,40.2,,35.5,59.3,27.1,,,,,6.7,11.4,2.6,317,18,,,,,,6.7,11.4,2.6,317,18,0,28.40,,0,0,0,48.9,53.5,55.2,0.55,0.46,0.43
ADDI,2016-10-25 00:55:00 EDT,42.04036,-77.23726,1665,40.2,,34.8,59.0,27.0,,,,,8.2,14.8,2.3,324,15,,,,,,8.2,14.8,2.3,324,15,0,28.40,,0,0,0,49.0,53.5,55.2,0.55,0.46,0.43
ADDI,2016-10-25 01:00:00 EDT,42.04036,-77.23726,1665,40.2,,35.8,59.2,27.1,,,,,6.3,11.5,2.6,311,28,,,,,,6.3,11.5,2.6,311,28,0,28.40,,0,0,0,49.0,53.5,55.2,0.56,0.46,0.43
ADDI,2016-10-25 01:05:00 EDT,42.04036,-77.23726,1665,40.2,,34.9,59.4,27.1,,,,,7.8,13.0,2.4,334,17,,,,,,7.8,13.0,2.4,334,17,0,28.40,,0,0,0,48.9,53.5,55.2,0.55,0.46,0.43
ADDI,2016-10-25 01:10:00 EDT,42.04036,-77.23726,1665,40.2,,35.6,59.0,27.0,,,,,6.5,10.3,1.9,318,20,,,,,,6.5,10.3,1.9,318,20,0,28.41,,0,0,0,48.9,53.5,55.2,0.55,0.46,0.43
ADDI,2016-10-25 01:15:00 EDT,42.04036,-77.23726,1665,40.1,,35.7,59.7,27.2,,,,,6.3,12.0,2.3,334,16,,,,,,6.3,12.0,2.3,334,16,0,28.41,,0,0,0,48.9,53.5,55.2,0.55,0.46,0.43
ADDI,2016-10-25 01:20:00 EDT,42.04036,-77.23726,1665,40.0,,36.3,60.1,27.3,,,,,5.3,12.5,2.6,320,21,,,,,,5.3,12.5,2.6,320,21,0,28.41,,0,0,0,48.9,53.5,55.1,0.55,0.46,0.43
ADDI,2016-10-25 01:25:00 EDT,42.04036,-77.23726,1665,39.9,,36.6,60.9,27.5,,,,,4.8,10.3,2.2,334,17,,,,,,4.8,10.3,2.2,334,17,0,28.40,,0,0,0,48.9,53.4,55.1,0.55,0.46,0.43
ADDI,2016-10-25 01:30:00 EDT,42.04036,-77.23726,1665,39.8,,36.8,61.7,27.7,,,,,4.4,7.6,1.3,300,31,,,,,,4.4,7.6,1.3,300,31,0,28.40,,0,0,0,48.8,53.5,55.1,0.55,0.46,0.43
ADDI,2016-10-25 01:35:00 EDT,42.04036,-77.23726,1665,39.9,,36.9,61.1,27.6,,,,,4.4,7.4,1.3,320,21,,,,,,4.4,7.4,1.3,320,21,0,28.40,,0,0,0,48.8,53.4,55.2,0.55,0.46,0.43
ADDI,2016-10-25 01:40:00 EDT,42.04036,-77.23726,1665,39.9,,35.9,61.4,27.7,,,,,5.7,8.9,1.3,314,19,,,,,,5.7,8.9,1.3,314,19,0,28.40,,0,0,0,48.8,53.4,55.1,0.55,0.46,0.43
ADDI,2016-10-25 01:45:00 EDT,42.04036,-77.23726,1665,39.8,,37.9,62.2,27.9,,,,,3.2,5.0,1.0,313,14,,,,,,3.2,5.0,1.0,313,14,0,28.40,,0,0,0,48.8,53.4,55.1,0.55,0.46,0.43
ADDI,2016-10-25 01:50:00 EDT,42.04036,-77.23726,1665,39.8,,36.8,62.5,28.0,,,,,4.3,8.3,1.6,303,17,,,,,,4.3,8.3,1.6,303,17,0,28.41,,0,0,0,48.8,53.4,55.1,0.55,0.46,0.43
ADDI,2016-10-25 01:55:00 EDT,42.04036,-77.23726,1665,39.8,,37.6,62.5,28.0,,,,,3.5,5.6,0.9,316,18,,,,,,3.5,5.6,0.9,316,18,0,28.41,,0,0,0,48.8,53.4,55.1,0.55,0.46,0.43
ADDI,2016-10-25 02:00:00 EDT,42.04036,-77.23726,1665,39.7,,37.4,63.3,28.3,,,,,3.6,7.0,1.4,325,26,,,,,,3.6,7.0,1.4,325,26,0,28.41,,0,0,0,48.8,53.5,55.2,0.55,0.46,0.43
