station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2024-06-01 00:00:00 EDT,42.04036,-77.23726,1665,48.2,50.1,48.2,73.0,40.0,0.000,0.000,0.00,0.000,0.2,1.6,0.4,269,11,0.4,2.8,0.7,281,18,0.4,2.8,0.7,281,18,0,28.44,,0,0,0,59.0,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:05:00 EDT,42.04036,-77.23726,1665,47.9,50.4,47.9,72.7,39.5,0.000,0.000,0.00,0.000,0.0,0.1,0.0,69,0,0.2,1.1,0.4,103,16,0.2,1.1,0.4,103,16,0,28.44,,0,0,0,59.0,58.8,57.8,0.46,0.38,0.44
ADDI,2024-06-01 00:10:00 EDT,42.04036,-77.23726,1665,47.0,51.9,47.0,71.4,38.2,0.000,0.000,0.00,0.000,0.0,0.3,0.0,218,0,0.2,1.2,0.4,146,29,0.2,1.2,0.4,146,29,0,28.44,,0,0,0,59.0,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:15:00 EDT,42.04036,-77.23726,1665,45.8,51.0,45.8,75.8,38.6,0.000,0.000,0.00,0.000,0.1,0.9,0.3,197,6,0.4,1.6,0.6,185,13,0.4,1.6,0.6,185,13,0,28.44,,0,0,0,59.0,58.8,57.8,0.46,0.38,0.44
ADDI,2024-06-01 00:20:00 EDT,42.04036,-77.23726,1665,45.4,51.1,45.4,75.2,38.0,0.000,0.000,0.00,0.000,0.0,0.0,0.0,0,0,0.1,0.8,0.2,171,5,0.1,0.8,0.2,171,5,0,28.44,,0,0,0,59.0,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:25:00 EDT,42.04036,-77.23726,1665,45.0,50.9,45.0,75.7,37.8,0.000,0.000,0.00,0.000,0.2,0.9,0.3,228,15,0.8,2.0,0.5,220,16,0.8,2.0,0.5,220,16,0,28.45,,0,0,0,58.9,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:30:00 EDT,42.04036,-77.23726,1665,45.4,50.0,45.4,78.1,39.0,0.000,0.000,0.00,0.000,1.3,3.4,1.0,253,13,2.0,4.7,1.1,253,15,2.0,4.7,1.1,253,15,0,28.45,,0,0,0,58.8,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:35:00 EDT,42.04036,-77.23726,1665,47.3,52.7,46.1,79.9,41.4,0.000,0.000,0.00,0.000,2.9,4.6,0.6,256,10,3.6,5.9,0.8,258,9,3.6,5.9,0.8,258,9,0,28.45,,0,0,0,58.8,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:40:00 EDT,42.04036,-77.23726,1665,48.1,53.6,47.3,78.3,41.7,0.000,0.000,0.00,0.000,2.6,6.0,0.9,258,12,3.3,6.9,1.0,258,11,3.3,6.9,1.0,258,11,0,28.45,,0,0,0,58.8,58.8,57.7,0.46,0.38,0.44
ADDI,2024-06-01 00:45:00 EDT,42.04036,-77.23726,1665,48.9,52.7,48.9,74.6,41.2,0.000,0.000,0.00,0.000,1.6,4.2,1.0,244,13,2.0,4.5,1.1,243,20,2.0,4.5,1.1,243,20,0,28.46,,0,0,0,58.8,58.8,57.7,0.46,0.38,0.44
