station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth [inch],frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2021-09-11 00:00:00 EDT,42.04036,-77.23726,1665,51.0,54.7,51.0,92.5,48.9,0.000,0.000,0.00,0.000,1.5,3.7,0.7,275,18,1.9,4.2,0.7,276,17,1.9,4.2,0.7,276,17,0,28.36,,0,0,0,63.0,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:05:00 EDT,42.04036,-77.23726,1665,51.7,54.8,51.7,92.0,49.5,0.000,0.000,0.00,0.000,0.9,1.8,0.5,290,15,1.2,2.6,0.6,291,21,1.2,2.6,0.6,291,21,0,28.36,,0,0,0,63.0,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:10:00 EDT,42.04036,-77.23726,1665,51.3,54.5,51.3,91.6,48.9,0.000,0.000,0.00,0.000,0.7,2.0,0.5,290,27,1.2,3.5,0.7,286,38,1.2,3.5,0.7,286,38,0,28.36,,0,0,0,63.0,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:15:00 EDT,42.04036,-77.23726,1665,51.9,54.6,51.9,90.8,49.3,0.000,0.000,0.00,0.000,0.1,1.8,0.4,331,19,0.8,3.4,0.7,319,59,0.8,3.4,0.7,319,59,0,28.36,,0,0,0,62.8,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:20:00 EDT,42.04036,-77.23726,1665,51.0,54.3,51.0,90.2,48.3,0.000,0.000,0.00,0.000,1.2,3.4,0.9,241,28,1.6,5.1,1.0,241,31,1.6,5.1,1.0,241,31,0,28.36,,0,0,0,62.7,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:25:00 EDT,42.04036,-77.23726,1665,51.9,54.8,51.9,89.8,49.0,0.000,0.000,0.00,0.000,0.7,2.4,0.6,261,29,1.1,3.2,0.7,255,36,1.1,3.2,0.7,255,36,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:30:00 EDT,42.04036,-77.23726,1665,50.5,53.6,50.5,89.1,47.4,0.000,0.000,0.00,0.000,1.1,1.9,0.4,189,30,1.4,2.3,0.5,188,31,1.4,2.3,0.5,188,31,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:35:00 EDT,42.04036,-77.23726,1665,50.3,52.6,50.3,90.4,47.6,0.000,0.000,0.00,0.000,1.3,1.9,0.4,208,17,1.7,2.6,0.4,206,19,1.7,2.6,0.4,206,19,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:40:00 EDT,42.04036,-77.23726,1665,49.6,52.5,49.6,91.1,47.1,0.000,0.000,0.00,0.000,2.7,3.6,0.5,192,7,2.9,4.2,0.6,194,10,2.9,4.2,0.6,194,10,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:45:00 EDT,42.04036,-77.23726,1665,50.5,53.1,50.5,92.2,48.3,0.000,0.000,0.00,0.000,3.3,4.0,0.3,194,8,3.5,4.4,0.4,196,9,3.5,4.4,0.4,196,9,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:50:00 EDT,42.04036,-77.23726,1665,50.8,53.2,50.8,91.8,48.5,0.000,0.000,0.00,0.000,2.7,4.2,0.4,202,8,2.9,4.4,0.4,205,9,2.9,4.4,0.4,205,9,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 00:55:00 EDT,42.04036,-77.23726,1665,50.0,53.1,49.6,91.2,47.5,0.000,0.000,0.00,0.000,2.7,3.7,0.4,201,7,3.1,4.5,0.5,205,9,3.1,4.5,0.5,205,9,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
ADDI,2021-09-11 01:00:00 EDT,42.04036,-77.23726,1665,50.2,53.7,50.2,91.8,47.9,0.000,0.000,0.00,0.000,3.0,4.2,0.5,203,8,3.3,4.7,0.6,204,10,3.3,4.7,0.6,204,10,0,28.36,,0,0,0,62.6,64.4,64.2,0.46,0.39,0.43
