station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
ADDI,2016-08-24 00:00:00 EDT,42.04036,-77.23726,1665,57.4,,57.4,91.2,54.9,,,,,1.8,2.3,0.2,141,6,,,,,,1.8,2.3,0.2,141,6,0,28.53,,0,0,0,69.3,70.9,69.2,0.37,0.31,0.40
ADDI,2016-08-24 00:05:00 EDT,42.04036,-77.23726,1665,58.0,,58.0,91.6,55.6,,,,,2.4,3.2,0.4,141,9,,,,,,2.4,3.2,0.4,141,9,0,28.53,,0,0,0,69.4,70.9,69.2,0.37,0.31,0.40
ADDI,2016-08-24 00:10:00 EDT,42.04036,-77.23726,1665,57.9,,57.9,90.7,55.2,,,,,2.3,2.9,0.3,131,11,,,,,,2.3,2.9,0.3,131,11,0,28.53,,0,0,0,69.2,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:15:00 EDT,42.04036,-77.23726,1665,58.0,,58.0,90.6,55.2,,,,,2.8,4.4,0.7,135,12,,,,,,2.8,4.4,0.7,135,12,0,28.53,,0,0,0,69.2,70.8,69.2,0.37,0.31,0.40
ADDI,2016-08-24 00:20:00 EDT,42.04036,-77.23726,1665,57.4,,57.4,91.4,54.9,,,,,1.0,2.4,0.7,147,10,,,,,,1.0,2.4,0.7,147,10,0,28.53,,0,0,0,69.1,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:25:00 EDT,42.04036,-77.23726,1665,58.0,,58.0,91.3,55.4,,,,,0.9,1.5,0.5,153,3,,,,,,0.9,1.5,0.5,153,3,0,28.53,,0,0,0,69.1,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:30:00 EDT,42.04036,-77.23726,1665,57.0,,57.0,90.7,54.3,,,,,0.2,0.9,0.3,151,0,,,,,,0.2,0.9,0.3,151,0,0,28.53,,0,0,0,68.9,70.9,69.2,0.37,0.31,0.40
ADDI,2016-08-24 00:35:00 EDT,42.04036,-77.23726,1665,56.7,,56.7,91.5,54.3,,,,,1.4,2.8,0.9,152,0,,,,,,1.4,2.8,0.9,152,0,0,28.53,,0,0,0,68.8,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:40:00 EDT,42.04036,-77.23726,1665,57.0,,57.0,93.8,55.2,,,,,1.9,2.8,0.4,136,9,,,,,,1.9,2.8,0.4,136,9,0,28.53,,0,0,0,68.8,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:45:00 EDT,42.04036,-77.23726,1665,57.0,,57.0,93.1,55.0,,,,,1.2,2.3,0.4,165,10,,,,,,1.2,2.3,0.4,165,10,0,28.53,,0,0,0,68.7,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:50:00 EDT,42.04036,-77.23726,1665,57.8,,57.8,93.8,56.0,,,,,1.3,2.6,0.4,168,3,,,,,,1.3,2.6,0.4,168,3,0,28.53,,0,0,0,68.6,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 00:55:00 EDT,42.04036,-77.23726,1665,58.2,,58.2,92.8,56.1,,,,,2.3,3.4,0.5,166,8,,,,,,2.3,3.4,0.5,166,8,0,28.53,,0,0,0,68.6,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:00:00 EDT,42.04036,-77.23726,1665,57.6,,57.6,92.7,55.5,,,,,0.9,1.5,0.3,167,21,,,,,,0.9,1.5,0.3,167,21,0,28.53,,0,0,0,68.5,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:05:00 EDT,42.04036,-77.23726,1665,57.7,,57.7,93.6,55.8,,,,,0.8,1.8,0.6,143,3,,,,,,0.8,1.8,0.6,143,3,0,28.53,,0,0,0,68.5,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:10:00 EDT,42.04036,-77.23726,1665,57.6,,57.6,93.1,55.7,,,,,1.5,2.4,0.5,139,8,,,,,,1.5,2.4,0.5,139,8,0,28.53,,0,0,0,68.4,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:15:00 EDT,42.04036,-77.23726,1665,57.9,,57.9,91.7,55.5,,,,,1.9,3.1,0.6,143,11,,,,,,1.9,3.1,0.6,143,11,0,28.53,,0,0,0,68.4,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:20:00 EDT,42.04036,-77.23726,1665,57.7,,57.7,92.0,55.4,,,,,1.4,2.8,0.5,151,8,,,,,,1.4,2.8,0.5,151,8,0,28.53,,0,0,0,68.3,70.9,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:25:00 EDT,42.04036,-77.23726,1665,57.6,,57.6,92.6,55.5,,,,,1.3,2.4,0.4,155,11,,,,,,1.3,2.4,0.4,155,11,0,28.52,,0,0,0,68.2,70.8,69.3,0.38,0.31,0.40
ADDI,2016-08-24 01:30:00 EDT,42.04036,-77.23726,1665,57.7,,57.7,92.4,55.5,,,,,1.6,2.3,0.4,149,7,,,,,,1.6,2.3,0.4,149,7,0,28.52,,0,0,0,68.2,70.8,69.3,0.38,0.31,0.40
ADDI,2016-08-24 01:35:00 EDT,42.04036,-77.23726,1665,57.9,,57.9,91.5,55.4,,,,,2.3,3.6,0.7,151,8,,,,,,2.3,3.6,0.7,151,8,0,28.52,,0,0,0,68.1,70.8,69.3,0.38,0.31,0.40
ADDI,2016-08-24 01:40:00 EDT,42.04036,-77.23726,1665,57.2,,57.2,91.8,54.9,,,,,2.0,3.6,1.0,142,11,,,,,,2.0,3.6,1.0,142,11,0,28.52,,0,0,0,67.9,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:45:00 EDT,42.04036,-77.23726,1665,57.8,,57.8,92.6,55.7,,,,,1.1,2.0,0.4,150,10,,,,,,1.1,2.0,0.4,150,10,0,28.52,,0,0,0,67.9,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:50:00 EDT,42.04036,-77.23726,1665,57.7,,57.7,92.0,55.4,,,,,1.8,3.4,0.6,140,9,,,,,,1.8,3.4,0.6,140,9,0,28.52,,0,0,0,67.9,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 01:55:00 EDT,42.04036,-77.23726,1665,57.5,,57.5,91.8,55.2,,,,,2.6,3.7,0.4,152,10,,,,,,2.6,3.7,0.4,152,10,0,28.52,,0,0,0,67.8,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:00:00 EDT,42.04036,-77.23726,1665,57.4,,57.4,92.6,55.2,,,,,2.2,2.7,0.2,158,10,,,,,,2.2,2.7,0.2,158,10,0,28.52,,0,0,0,67.7,70.7,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:05:00 EDT,42.04036,-77.23726,1665,57.5,,57.5,92.6,55.4,,,,,1.5,3.1,0.5,157,15,,,,,,1.5,3.1,0.5,157,15,0,28.52,,0,0,0,67.7,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:10:00 EDT,42.04036,-77.23726,1665,57.6,,57.6,92.7,55.5,,,,,1.2,1.8,0.4,173,16,,,,,,1.2,1.8,0.4,173,16,0,28.51,,0,0,0,67.7,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:15:00 EDT,42.04036,-77.23726,1665,57.4,,57.4,92.2,55.2,,,,,3.3,5.2,0.9,152,11,,,,,,3.3,5.2,0.9,152,11,0,28.51,,0,0,0,67.5,70.7,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:20:00 EDT,42.04036,-77.23726,1665,57.8,,57.8,90.6,55.1,,,,,3.0,4.5,0.6,145,11,,,,,,3.0,4.5,0.6,145,11,0,28.51,,0,0,0,67.5,70.8,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:25:00 EDT,42.04036,-77.23726,1665,58.2,,58.2,89.8,55.2,,,,,2.7,3.9,0.6,145,11,,,,,,2.7,3.9,0.6,145,11,0,28.51,,0,0,0,67.4,70.7,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:30:00 EDT,42.04036,-77.23726,1665,58.4,,58.4,88.6,55.0,,,,,2.0,2.8,0.4,154,10,,,,,,2.0,2.8,0.4,154,10,0,28.51,,0,0,0,67.4,70.7,69.3,0.37,0.31,0.40
ADDI,2016-08-24 02:35:00 EDT,42.04036,-77.23726,1665,57.6,,57.6,88.7,54.3,,,,,2.1,3.1,0.4,153,13,,,,,,2.1,3.1,0.4,153,13,0,28.51,,0,0,0,67.3,70.7,69.3,0.38,0.31,0.40
