station,time,latitude [degrees_north],longitude [degrees_east],elevation [feet],temp_2m [degF],temp_9m [degF],apparent_temperature [degF],relative_humidity [percent],dewpoint [degF],precip_incremental [inch],precip_local [inch],precip_max_intensity [inch/hour],precip_1hr [inch],avg_wind_speed_prop [mile/hr],max_wind_speed_prop [mile/hr],wind_speed_stddev_prop [mile/hr],wind_direction_prop [degrees],wind_direction_stddev_prop [degrees],avg_wind_speed_sonic [mile/hr],max_wind_speed_sonic [mile/hr],wind_speed_stddev_sonic [mile/hr],wind_direction_sonic [degrees],wind_direction_stddev_sonic [degrees],avg_wind_speed_merge [mile/hr],max_wind_speed_merge [mile/hr],wind_speed_stddev_merge [mile/hr],wind_direction_merge [degrees],wind_direction_stddev_merge [degrees],solar_insolation [W/m^2],station_pressure [inHg],snow_depth,frozen_soil_05cm [bit],frozen_soil_25cm [bit],frozen_soil_50cm [bit],soil_temp_05cm [degF],soil_temp_25cm [degF],soil_temp_50cm [degF],soil_moisture_05cm [m^3/m^3],soil_moisture_25cm [m^3/m^3],soil_moisture_50cm [m^3/m^3]
BATA,2016-03-19 00:00:00 EDT,43.01994,-78.13566,906,29.1,29.4,20.2,65.4,18.9,0.000,0.011,0.00,0.000,9.8,12.6,1.2,309,7,,,,,,9.8,12.6,1.2,309,7,0,29.09,,,,,,,,,,
BATA,2016-03-19 00:05:00 EDT,43.01994,-78.13566,906,28.9,29.2,20.8,65.9,18.9,0.000,0.000,0.00,0.000,8.3,10.4,0.8,309,6,,,,,,8.3,10.4,0.8,309,6,0,29.09,,,,,,,,,,
BATA,2016-03-19 00:10:00 EDT,43.01994,-78.13566,906,28.8,29.2,20.6,66.9,19.2,0.000,0.000,0.00,0.000,8.5,10.4,0.9,307,6,,,,,,8.5,10.4,0.9,307,6,0,29.09,,,,,,,,,,
BATA,2016-03-19 00:15:00 EDT,43.01994,-78.13566,906,28.7,29.0,20.6,67.5,19.3,0.000,0.000,0.00,0.000,8.4,11.3,1.0,308,6,,,,,,8.4,11.3,1.0,308,6,0,29.10,,,,,,,,,,
BATA,2016-03-19 00:20:00 EDT,43.01994,-78.13566,906,28.5,28.9,21.0,68.0,19.2,0.000,0.000,0.00,0.000,7.4,10.6,1.2,308,8,,,,,,7.4,10.6,1.2,308,8,0,29.10,,,,,,,,,,
BATA,2016-03-19 00:25:00 EDT,43.01994,-78.13566,906,28.3,28.8,20.9,68.9,19.4,0.000,0.000,0.00,0.000,7.1,8.6,0.6,301,8,,,,,,7.1,8.6,0.6,301,8,0,29.10,,,,,,,,,,
BATA,2016-03-19 00:30:00 EDT,43.01994,-78.13566,906,28.0,28.7,20.5,69.5,19.3,0.000,0.000,0.00,0.000,7.2,9.1,0.7,302,7,,,,,,7.2,9.1,0.7,302,7,0,29.10,,,,,,,,,,
BATA,2016-03-19 00:35:00 EDT,43.01994,-78.13566,906,27.9,28.6,20.7,70.0,19.4,0.000,0.000,0.00,0.000,6.8,8.0,0.5,296,5,6.5,6.5,0.0,298,0,6.8,8.0,0.5,296,5,0,29.10,,,,,,,,,,
BATA,2016-03-19 00:40:00 EDT,43.01994,-78.13566,906,27.8,28.6,20.7,70.0,19.3,0.000,0.000,0.00,0.000,6.8,8.2,0.5,294,5,,,,,,6.8,8.2,0.5,294,5,0,29.10,,,,,,,,,,
BATA,2016-03-19 00:45:00 EDT,43.01994,-78.13566,906,27.8,28.6,20.5,70.1,19.4,0.000,0.000,0.00,0.000,7.0,8.5,0.5,293,5,,,,,,7.0,8.5,0.5,293,5,0,29.11,,,,,,,,,,
BATA,2016-03-19 00:50:00 EDT,43.01994,-78.13566,906,27.7,28.5,21.3,69.9,19.2,0.000,0.000,0.00,0.000,5.8,7.2,0.6,294,6,,,,,,5.8,7.2,0.6,294,6,0,29.11,,,,,,,,,,
BATA,2016-03-19 00:55:00 EDT,43.01994,-78.13566,906,27.9,28.5,21.7,69.6,19.3,0.000,0.000,0.00,0.000,5.7,6.8,0.5,296,5,,,,,,5.7,6.8,0.5,296,5,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:00:00 EDT,43.01994,-78.13566,906,27.5,28.4,20.8,69.5,18.9,0.000,0.000,0.00,0.000,6.2,8.3,0.9,303,6,,,,,,6.2,8.3,0.9,303,6,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:05:00 EDT,43.01994,-78.13566,906,27.5,28.3,20.9,70.0,19.0,0.000,0.000,0.00,0.000,6.0,7.2,0.6,300,6,,,,,,6.0,7.2,0.6,300,6,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:10:00 EDT,43.01994,-78.13566,906,27.2,28.1,20.4,70.7,18.9,0.000,0.000,0.00,0.000,6.2,7.5,0.6,309,5,,,,,,6.2,7.5,0.6,309,5,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:15:00 EDT,43.01994,-78.13566,906,27.1,28.0,20.3,72.0,19.3,0.000,0.000,0.00,0.000,6.1,7.3,0.6,315,4,,,,,,6.1,7.3,0.6,315,4,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:20:00 EDT,43.01994,-78.13566,906,27.1,28.1,20.1,72.5,19.4,0.000,0.000,0.00,0.000,6.3,7.7,0.6,313,3,,,,,,6.3,7.7,0.6,313,3,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:25:00 EDT,43.01994,-78.13566,906,27.2,28.1,20.8,71.4,19.2,0.000,0.000,0.00,0.000,5.7,6.7,0.4,315,5,,,,,,5.7,6.7,0.4,315,5,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:30:00 EDT,43.01994,-78.13566,906,27.2,28.1,20.7,70.4,18.9,0.000,0.000,0.00,0.000,5.8,7.2,0.6,330,8,,,,,,5.8,7.2,0.6,330,8,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:35:00 EDT,43.01994,-78.13566,906,27.4,28.2,21.5,70.1,19.0,0.000,0.000,0.00,0.000,5.2,7.5,0.5,335,7,,,,,,5.2,7.5,0.5,335,7,0,29.11,,,,,,,,,,
BATA,2016-03-19 01:40:00 EDT,43.01994,-78.13566,906,27.3,28.2,21.7,69.4,18.6,0.000,0.000,0.00,0.000,4.8,6.6,0.6,342,9,,,,,,4.8,6.6,0.6,342,9,0,29.12,,,,,,,,,,
BATA,2016-03-19 01:45:00 EDT,43.01994,-78.13566,906,27.2,28.3,21.2,66.1,17.3,0.000,0.000,0.00,0.000,5.2,6.9,0.7,348,8,,,,,,5.2,6.9,0.7,348,8,0,29.12,,,,,,,,,,
BATA,2016-03-19 01:50:00 EDT,43.01994,-78.13566,906,27.4,28.3,21.3,63.0,16.5,0.000,0.000,0.00,0.000,5.4,7.5,0.8,1,15,,,,,,5.4,7.5,0.8,1,15,0,29.12,,,,,,,,,,
BATA,2016-03-19 01:55:00 EDT,43.01994,-78.13566,906,27.5,28.3,21.4,60.8,15.7,0.000,0.000,0.00,0.000,5.4,7.5,0.7,2,15,,,,,,5.4,7.5,0.7,2,15,0,29.12,,,,,,,,,,
BATA,2016-03-19 02:00:00 EDT,43.01994,-78.13566,906,27.8,28.3,21.0,58.1,14.9,0.000,0.000,0.00,0.000,6.2,8.3,0.9,11,8,,,,,,6.2,8.3,0.9,11,8,0,29.12,,,,,,,,,,
BATA,2016-03-19 02:05:00 EDT,43.01994,-78.13566,906,27.5,28.2,21.1,57.4,14.5,0.000,0.000,0.00,0.000,5.8,8.2,0.9,11,9,,,,,,5.8,8.2,0.9,11,9,0,29.12,,,,,,,,,,
BATA,2016-03-19 02:10:00 EDT,43.01994,-78.13566,906,27.8,28.3,21.0,55.7,13.9,0.000,0.000,0.00,0.000,6.2,7.9,0.7,16,9,,,,,,6.2,7.9,0.7,16,9,0,29.12,,,,,,,,,,
BATA,2016-03-19 02:15:00 EDT,43.01994,-78.13566,906,27.9,28.2,21.7,53.6,13.2,0.000,0.000,0.00,0.000,5.6,7.6,0.8,11,9,,,,,,5.6,7.6,0.8,11,9,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:20:00 EDT,43.01994,-78.13566,906,27.8,28.2,21.4,53.2,13.0,0.000,0.000,0.00,0.000,5.8,9.0,1.2,9,14,,,,,,5.8,9.0,1.2,9,14,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:25:00 EDT,43.01994,-78.13566,906,27.6,28.1,20.9,53.1,12.7,0.000,0.000,0.00,0.000,6.1,8.5,0.8,8,11,,,,,,6.1,8.5,0.8,8,11,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:30:00 EDT,43.01994,-78.13566,906,27.7,28.1,21.1,52.2,12.4,0.000,0.000,0.00,0.000,6.0,8.5,1.0,15,12,,,,,,6.0,8.5,1.0,15,12,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:35:00 EDT,43.01994,-78.13566,906,27.5,28.0,21.4,52.2,12.3,0.000,0.000,0.00,0.000,5.3,7.7,1.0,15,9,,,,,,5.3,7.7,1.0,15,9,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:40:00 EDT,43.01994,-78.13566,906,27.3,27.9,21.2,52.6,12.2,0.000,0.000,0.00,0.000,5.4,7.8,1.0,18,9,,,,,,5.4,7.8,1.0,18,9,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:45:00 EDT,43.01994,-78.13566,906,27.4,27.9,20.7,52.0,12.0,0.000,0.000,0.00,0.000,6.0,10.8,1.1,17,9,,,,,,6.0,10.8,1.1,17,9,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:50:00 EDT,43.01994,-78.13566,906,27.2,27.7,20.7,52.2,12.0,0.000,0.000,0.00,0.000,5.8,8.0,1.0,21,10,7.4,7.4,0.0,23,0,5.8,8.0,1.0,21,10,0,29.13,,,,,,,,,,
BATA,2016-03-19 02:55:00 EDT,43.01994,-78.13566,906,27.3,27.7,20.8,52.0,12.0,0.000,0.000,0.00,0.000,5.8,8.1,1.1,20,10,,,,,,5.8,8.1,1.1,20,10,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:00:00 EDT,43.01994,-78.13566,906,27.1,27.5,20.8,52.1,11.8,0.000,0.000,0.00,0.000,5.5,7.7,0.9,23,7,,,,,,5.5,7.7,0.9,23,7,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:05:00 EDT,43.01994,-78.13566,906,27.1,27.5,20.3,52.6,12.0,0.000,0.000,0.00,0.000,6.1,8.0,1.0,20,7,,,,,,6.1,8.0,1.0,20,7,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:10:00 EDT,43.01994,-78.13566,906,26.9,27.4,19.9,53.2,12.1,0.000,0.000,0.00,0.000,6.2,8.4,0.8,18,7,6.5,6.5,0.0,19,0,6.2,8.4,0.8,18,7,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:15:00 EDT,43.01994,-78.13566,906,27.0,27.3,19.6,52.8,12.0,0.000,0.000,0.00,0.000,6.8,8.8,0.8,17,7,,,,,,6.8,8.8,0.8,17,7,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:20:00 EDT,43.01994,-78.13566,906,26.8,27.2,19.5,52.9,11.9,0.000,0.000,0.00,0.000,6.7,8.7,0.9,17,8,,,,,,6.7,8.7,0.9,17,8,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:25:00 EDT,43.01994,-78.13566,906,26.7,27.1,20.0,53.0,11.8,0.000,0.000,0.00,0.000,5.9,7.4,0.8,20,8,,,,,,5.9,7.4,0.8,20,8,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:30:00 EDT,43.01994,-78.13566,906,26.5,27.1,20.0,53.1,11.7,0.000,0.000,0.00,0.000,5.7,7.2,0.8,17,9,,,,,,5.7,7.2,0.8,17,9,0,29.13,,,,,,,,,,
BATA,2016-03-19 03:35:00 EDT,43.01994,-78.13566,906,26.2,26.8,21.1,53.8,11.7,0.000,0.000,0.00,0.000,4.2,6.4,0.7,7,9,,,,,,4.2,6.4,0.7,7,9,0,29.14,,,,,,,,,,
BATA,2016-03-19 03:40:00 EDT,43.01994,-78.13566,906,26.5,26.8,21.7,53.2,11.7,0.000,0.000,0.00,0.000,4.0,5.5,0.6,5,9,,,,,,4.0,5.5,0.6,5,9,0,29.14,,,,,,,,,,
BATA,2016-03-19 03:45:00 EDT,43.01994,-78.13566,906,26.1,26.8,21.3,52.9,11.3,0.000,0.000,0.00,0.000,4.0,5.8,0.6,357,8,,,,,,4.0,5.8,0.6,357,8,0,29.14,,,,,,,,,,
BATA,2016-03-19 03:50:00 EDT,43.01994,-78.13566,906,26.2,26.8,21.3,52.4,11.2,0.000,0.000,0.00,0.000,4.1,5.3,0.5,355,9,,,,,,4.1,5.3,0.5,355,9,0,29.14,,,,,,,,,,
BATA,2016-03-19 03:55:00 EDT,43.01994,-78.13566,906,26.0,26.7,21.4,53.0,11.2,0.000,0.000,0.00,0.000,3.8,5.6,0.6,358,14,,,,,,3.8,5.6,0.6,358,14,0,29.14,,,,,,,,,,
BATA,2016-03-19 04:00:00 EDT,43.01994,-78.13566,906,26.0,26.6,21.4,53.2,11.3,0.000,0.000,0.00,0.000,3.8,5.6,0.6,358,8,,,,,,3.8,5.6,0.6,358,8,0,29.15,,,,,,,,,,
BATA,2016-03-19 04:05:00 EDT,43.01994,-78.13566,906,25.8,26.4,25.8,53.7,11.3,0.000,0.000,0.00,0.000,2.6,3.4,0.3,354,7,,,,,,2.6,3.4,0.3,354,7,0,29.15,,,,,,,,,,
BATA,2016-03-19 04:10:00 EDT,43.01994,-78.13566,906,25.9,26.4,22.4,54.0,11.5,0.000,0.000,0.00,0.000,3.0,3.8,0.3,345,9,,,,,,3.0,3.8,0.3,345,9,0,29.15,,,,,,,,,,
BATA,2016-03-19 04:15:00 EDT,43.01994,-78.13566,906,25.7,26.5,25.7,54.6,11.5,0.000,0.000,0.00,0.000,2.4,3.4,0.5,346,7,,,,,,2.4,3.4,0.5,346,7,0,29.15,,,,,,,,,,
BATA,2016-03-19 04:20:00 EDT,43.01994,-78.13566,906,25.8,26.3,25.8,55.4,12.0,0.000,0.000,0.00,0.000,2.1,2.8,0.3,343,5,,,,,,2.1,2.8,0.3,343,5,0,29.15,,,,,,,,,,
BATA,2016-03-19 04:25:00 EDT,43.01994,-78.13566,906,25.6,26.3,25.6,55.9,12.1,0.000,0.000,0.00,0.000,2.6,3.7,0.3,345,6,,,,,,2.6,3.7,0.3,345,6,0,29.15,,,,,,,,,,
BATA,2016-03-19 04:30:00 EDT,43.01994,-78.13566,906,25.6,26.4,25.6,56.7,12.4,0.000,0.000,0.00,0.000,2.9,3.7,0.2,341,6,,,,,,2.9,3.7,0.2,341,6,0,29.16,,,,,,,,,,
BATA,2016-03-19 04:35:00 EDT,43.01994,-78.13566,906,25.4,26.3,25.4,59.3,13.2,0.000,0.000,0.00,0.000,2.1,2.7,0.3,329,6,2.5,2.5,0.0,335,0,2.1,2.7,0.3,329,6,0,29.16,,,,,,,,,,
BATA,2016-03-19 04:40:00 EDT,43.01994,-78.13566,906,24.9,26.0,24.9,62.4,13.8,0.000,0.000,0.00,0.000,1.8,2.5,0.3,324,10,,,,,,1.8,2.5,0.3,324,10,0,29.16,,,,,,,,,,
BATA,2016-03-19 04:45:00 EDT,43.01994,-78.13566,906,25.0,25.9,25.0,62.0,13.8,0.000,0.000,0.00,0.000,2.3,3.1,0.3,338,5,,,,,,2.3,3.1,0.3,338,5,0,29.16,,,,,,,,,,
BATA,2016-03-19 04:50:00 EDT,43.01994,-78.13566,906,25.3,25.9,25.3,60.2,13.4,0.000,0.000,0.00,0.000,2.1,2.8,0.3,341,11,,,,,,2.1,2.8,0.3,341,11,0,29.17,,,,,,,,,,
BATA,2016-03-19 04:55:00 EDT,43.01994,-78.13566,906,25.2,26.0,25.2,58.8,12.8,0.000,0.000,0.00,0.000,2.6,3.4,0.4,353,10,,,,,,2.6,3.4,0.4,353,10,0,29.17,,,,,,,,,,
BATA,2016-03-19 05:00:00 EDT,43.01994,-78.13566,906,25.3,26.1,25.3,57.2,12.2,0.000,0.000,0.00,0.000,2.9,3.9,0.5,4,7,,,,,,2.9,3.9,0.5,4,7,0,29.17,,,,,,,,,,
BATA,2016-03-19 05:05:00 EDT,43.01994,-78.13566,906,25.5,26.1,25.5,55.8,11.9,0.000,0.000,0.00,0.000,2.9,4.1,0.4,7,5,,,,,,2.9,4.1,0.4,7,5,0,29.17,,,,,,,,,,
BATA,2016-03-19 05:10:00 EDT,43.01994,-78.13566,906,25.8,26.2,22.0,54.1,11.4,0.000,0.000,0.00,0.000,3.2,3.7,0.3,8,5,,,,,,3.2,3.7,0.3,8,5,0,29.17,,,,,,,,,,
BATA,2016-03-19 05:15:00 EDT,43.01994,-78.13566,906,25.8,26.2,21.2,53.4,11.1,0.000,0.000,0.00,0.000,3.8,4.9,0.5,11,5,,,,,,3.8,4.9,0.5,11,5,0,29.17,,,,,,,,,,
BATA,2016-03-19 05:20:00 EDT,43.01994,-78.13566,906,25.6,26.1,21.2,53.2,10.9,0.000,0.000,0.00,0.000,3.6,4.5,0.4,8,5,,,,,,3.6,4.5,0.4,8,5,0,29.17,,,,,,,,,,
BATA,2016-03-19 05:25:00 EDT,43.01994,-78.13566,906,25.1,25.7,21.0,55.3,11.3,0.000,0.000,0.00,0.000,3.4,4.2,0.4,6,4,,,,,,3.4,4.2,0.4,6,4,0,29.18,,,,,,,,,,
BATA,2016-03-19 05:30:00 EDT,43.01994,-78.13566,906,24.5,25.6,24.5,61.8,13.2,0.000,0.000,0.00,0.000,2.9,4.2,0.3,4,8,,,,,,2.9,4.2,0.3,4,8,0,29.18,,,,,,,,,,
BATA,2016-03-19 05:35:00 EDT,43.01994,-78.13566,906,24.4,25.6,20.3,63.6,13.8,0.000,0.000,0.00,0.000,3.2,3.9,0.3,3,6,,,,,,3.2,3.9,0.3,3,6,0,29.18,,,,,,,,,,
BATA,2016-03-19 05:40:00 EDT,43.01994,-78.13566,906,23.9,25.2,19.8,65.7,14.1,0.000,0.000,0.00,0.000,3.2,4.0,0.2,354,15,,,,,,3.2,4.0,0.2,354,15,0,29.18,,,,,,,,,,
BATA,2016-03-19 05:45:00 EDT,43.01994,-78.13566,906,23.6,25.1,18.9,70.8,15.6,0.000,0.000,0.00,0.000,3.6,4.1,0.2,351,4,,,,,,3.6,4.1,0.2,351,4,0,29.18,,,,,,,,,,
BATA,2016-03-19 05:50:00 EDT,43.01994,-78.13566,906,23.3,25.1,18.4,73.5,16.0,0.000,0.000,0.00,0.000,3.7,4.5,0.2,355,11,,,,,,3.7,4.5,0.2,355,11,0,29.18,,,,,,,,,,
BATA,2016-03-19 05:55:00 EDT,43.01994,-78.13566,906,23.3,25.1,18.4,73.5,16.1,0.000,0.000,0.00,0.000,3.7,4.2,0.3,354,7,,,,,,3.7,4.2,0.3,354,7,0,29.18,,,,,,,,,,
BATA,2016-03-19 06:00:00 EDT,43.01994,-78.13566,906,23.6,25.2,18.3,68.2,14.6,0.000,0.000,0.00,0.000,4.0,5.2,0.4,1,8,,,,,,4.0,5.2,0.4,1,8,0,29.18,,,,,,,,,,
BATA,2016-03-19 06:05:00 EDT,43.01994,-78.13566,906,24.2,25.3,19.0,60.2,12.4,0.000,0.000,0.00,0.000,4.1,5.3,0.4,3,7,,,,,,4.1,5.3,0.4,3,7,0,29.18,,,,,,,,,,
BATA,2016-03-19 06:10:00 EDT,43.01994,-78.13566,906,24.6,25.3,19.2,57.5,11.7,0.000,0.000,0.00,0.000,4.3,5.7,0.5,5,13,,,,,,4.3,5.7,0.5,5,13,0,29.18,,,,,,,,,,
BATA,2016-03-19 06:15:00 EDT,43.01994,-78.13566,906,24.6,25.3,18.2,56.5,11.3,0.000,0.000,0.00,0.000,5.2,7.3,0.7,10,7,,,,,,5.2,7.3,0.7,10,7,0,29.17,,,,,,,,,,
BATA,2016-03-19 06:20:00 EDT,43.01994,-78.13566,906,24.5,25.1,18.4,56.6,11.3,0.000,0.000,0.00,0.000,4.9,6.0,0.5,7,5,,,,,,4.9,6.0,0.5,7,5,0,29.17,,,,,,,,,,
